@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
2,23,0.153846,0.306667,-2.39088,0.241453,0.346574,0.227415,0.000474,0.000558,0,0,0,1,78570,5182,1,1,1,important
24,309,0.179104,0.225383,?,?,0.251981,0.119987,0.000406,0.002226,0,0.095736,0,0,318715,9142,0,1,1,important
1,25,0.142857,0.308642,-2.39985,1.009011,0,0.245725,0.00009,0.001437,0,0.052037,0,0,39639,3063,0,9,2,important
4,31,0.333333,0.329787,0.301167,2.538845,0.346574,0.14454,0.000768,0.004132,0.009036,0.256907,0,0,10645,1969,1,1,1,important
243,1,0.127559,0.5,3.085922,-2.217154,0.166019,0,0.031375,0.00015,0.513302,0,0,0,39929,3116,1,1,26,important
7,11,0.225806,0.244444,-1.580718,-0.938748,0.265437,0.355697,0.000465,0.000434,0,0,0,0,122314,6157,1,2,4,important
1,130,0.333333,0.294785,-3.646733,1.410787,0,0.151405,0.000143,0.002481,0,0.116353,0,0,137923,5702,1,1,1,important
7,3,0.259259,0.428571,2.203782,1.54647,0.291311,0.318257,0.002201,0.000289,0.25093,0,0,0,2779,823,1,3,5,important
2,14,0.095238,0.4375,-0.221444,1.914451,0.346574,0.274808,0.000526,0.001773,0,0.167825,0,0,8976,1241,1,4,6,important
11,1,0.192982,0.5,2.655048,0.447138,0.30932,0,0.002166,0.000427,0.245246,0.033796,0,0,2781,659,1,12,11,important
1,1,0.2,1,0.086041,0.276026,0,0,0.000135,0.000133,0,0,0,0,3300,935,1,3,27,important
2,13,0.285714,0.325,0.856658,2.918446,0.346574,0.198433,0.000437,0.00245,0.040921,0.26284,0,0,3054,361,1,3,1,important
1,2,0.111111,0.153846,-0.393013,0.49012,0,0.346574,0.000559,0.000775,0.011193,0.056776,0,0,5328,629,1,8,16,important
1,1,1,0.333333,2.203782,2.393768,0,0,0.000189,0.000186,0.112814,0.110935,0,0,397,215,1,12,11,important
2,1,0.090909,0.066667,-0.330275,-0.833436,0.346574,0,0.000651,0.000184,0.005616,0,0,0,10008,1843,1,4,6,important
2,5,0.142857,0.3125,0.615473,1.721749,0,0,0.000264,0.000914,0,0.11126,0,0,3887,765,1,10,5,important
22,27,0.2,0.364865,-0.294592,0.100188,0.198518,0.079205,0.000789,0.000941,0,0,0,0,106229,5155,1,1,1,important
1,3,0.5,0.214286,-1.014691,0.273907,0,0.318257,0.000167,0.001079,0,0.066428,0,0,9921,1503,1,2,3,important
1,2,0.2,0.666667,-1.654691,-0.771559,0,0,0.000515,0.000653,0,0,0,0,18815,3190,1,6,1,important
1,1,0.166667,1,-1.45784,-1.267855,0,0,0.000847,0.000129,0.010066,0,0,0,15453,2327,1,1,1,important
8,1,0.2,0.333333,-0.058453,-1.947909,0.288811,0,0.001177,0.000378,0.03165,0,0,0,30504,2562,1,1,9,important
1,5,0.090909,0.227273,-0.655175,1.144248,0,0.316757,0.000125,0.001235,0,0.140914,0,0,6925,587,1,5,3,important
2,1,0.095238,0.25,0.685532,0.18237,0.346574,0,0.001788,0.000126,0.196322,0,0,0,3624,961,1,21,18,important
9,14,0.176471,0.333333,?,?,0,0,0.000725,0.000769,0,0,0,0,313396,4576,1,3,1,important
1,1,0.166667,0.052632,-1.234098,-1.044112,0,0,0.00037,0.000294,0,0,0,0,12355,1626,1,6,8,important
5,3,0.238095,0.1875,2.560097,2.239257,0.35164,0,0.000825,0.001464,0.167426,0.236097,0,0,1390,441,1,2,3,important
1,1,0.142857,0.142857,0.025202,0.215188,0,0,0.000127,0.000125,0,0,0,0,3507,645,1,11,18,important
1,9,0.2,0.214286,-2.917043,-0.529833,0,0,0.000167,0.00138,0,0.038096,0,0,66487,2881,1,1,1,important
5,1,0.178571,0.142857,-0.428487,-1.84794,0.316757,0,0.000833,0.000118,0.001514,0,0,1,27602,2176,1,1,24,important
1,2,1,0.333333,-1.704456,-0.821323,0,0,0.00083,0.000444,0.005604,0,0,0,19775,1476,1,22,14,important
1,7,0.333333,0.291667,-1.763273,0.372623,0,0,0.000813,0.010902,0,0.374767,0,0,20973,1575,1,9,1,important
1,1,1,0.090909,-0.923796,-0.73381,0,0,0.000706,0.000526,0.011192,0,0,0,9059,1799,1,1,18,important
9,2,0.140625,0.4,-0.411874,-1.725966,0.304591,0.346574,0.002096,0.000318,0.114781,0,0,0,48865,3252,1,1,18,important
1,1,0.2,0.25,0.592331,0.782317,0,0,0.000461,0.000303,0.066547,0.013259,0,0,1989,528,1,3,27,important
1,8,0.25,0.333333,1.842082,4.111509,0,0.346574,0.000184,0.002543,0.074742,0.359474,0,0,570,215,1,1,1,important
1,1,1,0.25,0.758791,0.948777,0,0,0.000489,0.00016,0.098168,0,0,0,1684,347,1,3,18,important
2,3,0.666667,0.375,-1.02925,-0.433799,0,0,0.000152,0.000252,0,0,0,0,20133,1714,1,2,7,important
1,1,0.5,0.333333,-0.538763,-0.348777,0,0,0.000525,0.000624,0,0.015354,0,0,6164,1497,1,1,14,important
16,1,0.132231,0.2,0.392355,-2.190249,0.258425,0,0.002417,0.000206,0.134972,0,0,0,38869,3275,1,1,18,important
2,1,0.4,1,0.013015,-0.490146,0.346574,0,0.000111,0.00022,0,0,0,0,7100,708,1,22,23,important
1,27,0.125,0.415385,-0.824781,2.661042,0,0.205014,0.000099,0.003937,0,0.279546,0,0,8205,1226,1,6,4,important
3,1,0.075,0.5,-0.995148,-1.903775,0,0,0.002186,0.000153,0.123541,0,0,0,29187,2525,1,5,6,important
2,3,0.4,0.3,-0.149511,0.44594,0,0.318257,0.000606,0.000343,0,0,0,0,8353,1572,1,10,1,important
15,1,0.12,0.142857,0.155445,-2.36262,0.272489,0,0.001459,0.000135,0.053753,0,0,0,46181,4009,1,2,19,important
3,1,0.214286,0.090909,0.440409,-0.468217,0.366204,0,0.000726,0.000616,0.036726,0.011486,0,0,6946,1498,1,10,4,important
8,12,0.16,0.244898,1.072746,1.668196,0.360732,0.240488,0.001426,0.00181,0.103556,0.137569,0,0,9842,2097,1,1,2,important
4,1,0.117647,0.333333,0.881522,-0.314786,0.346574,0,0.001085,0.000215,0.101661,0,0,0,5958,897,1,9,11,important
1,1,0.2,0.333333,0.414545,0.60453,0,0,0.000636,0.000314,0.120105,0.032351,0,0,2376,738,1,7,14,important
2,5,0.666667,0.217391,-0.750682,0.355594,0.346574,0.333045,0.000856,0.000695,0.026289,0,0,0,15238,1715,1,1,5,important
7,7,0.21875,0.304348,0.570099,0.760085,0.359664,0.341454,0.000985,0.000979,0.033094,0.030503,0,0,14236,1965,1,3,2,important
3,2,0.107143,1,0.985305,0.769826,0.318257,0,0.000773,0.000765,0.084051,0.081595,0,0,4028,1019,1,10,22,important
33,5,0.212903,0.25,0.238092,-1.458992,0.22039,0.35164,0.001167,0.000205,0.00972,0,0,0,93539,6218,1,1,10,important
2,17,0.083333,0.269841,-1.291809,1.038242,0.346574,0.259398,0.001647,0.001268,0.095835,0.055392,0,0,26178,2458,1,2,1,important
1,1,1,1,-1.524972,-1.334986,0,0,0.000131,0.00013,0,0,0,0,16526,1119,1,2,19,important
1,25,0.111111,0.280899,0.509392,3.918253,0,0.296477,0.000299,0.003999,0.001444,0.331315,0,0,2161,708,1,2,1,important
11,1,0.289474,1,1.985919,-0.221991,0.286699,0,0.005034,0.000124,0.335398,0,0,0,5430,844,1,1,25,important
4,2,0.190476,0.4,0.047767,-0.455394,0.281168,0,0.000283,0.000422,0,0,0,0,13715,1423,1,3,16,important
1,6,0.125,0.214286,-1.41945,0.562295,0,0.337135,0.000085,0.001954,0,0.157034,0,0,14871,1242,1,1,9,important
2,2,0.125,0.666667,0.673191,0.863177,0,0,0.00013,0.002182,0,0.225204,0,0,3669,937,1,2,4,important
3,4,0.096774,0.210526,-1.188052,-0.710384,0.366204,0.346574,0.000805,0.001204,0,0.028942,0,0,35397,2928,1,4,13,important
2,1,0.086957,0.25,0.110737,-0.392425,0.346574,0,0.000467,0.000115,0,0,0,0,6439,959,1,5,20,important
1,1,0.166667,1,1.937743,2.127729,0,0,0.000933,0.000183,0.262525,0.088775,0,0,518,270,1,15,17,important
1,1,0.166667,1,-0.056616,0.13337,0,0,0.000704,0.000278,0.09294,0,0,0,3806,1038,1,7,5,important
3,1,0.214286,0.5,-1.568274,-2.476901,0.318257,0,0.000441,0.000171,0,0,0,0,51772,3454,1,1,2,important
2,1,0.1,0.5,1.733306,1.230145,0,0,0.000335,0.000165,0.066585,0,0,0,1271,335,0,2,7,important
10,1,0.149254,0.125,-0.474441,-2.58704,0.271847,0,0.001209,0.00009,0.028786,0,0,0,57800,2904,1,1,24,important
3,1,0.5,1,-1.66082,-2.569447,0.318257,0,0.000289,0.000432,0,0,0,0,56792,3324,1,4,16,important
1,1,0.111111,0.166667,-1.125269,-0.935283,0,0,0.000167,0.000083,0,0,0,0,11081,1771,1,17,16,important
2,2,0.2,0.25,0.539694,0.729679,0.346574,0.346574,0.000236,0.002336,0,0.220777,0,0,4193,1249,1,1,1,important
16,2,0.275862,0.285714,2.684931,0.795475,0.330782,0,0.002348,0.000901,0.23665,0.106075,0,0,3926,793,1,2,5,important
3,1,0.1875,0.333333,1.237542,0.328916,0.366204,0,0.001489,0.00044,0.204709,0.048327,0,0,3130,876,1,8,19,important
3,1,0.107143,0.333333,0.166681,-0.741946,0.318257,0,0.002034,0.000096,0.17934,0,0,0,9133,1266,1,7,23,important
1,2,0.166667,0.285714,-0.530618,0.352514,0,0,0.001723,0.000654,0.197692,0.066466,0,1,6114,884,1,12,16,important
2,1,0.125,0.5,0.42109,-0.082072,0.346574,0,0.001323,0.000522,0.161843,0.035831,0,0,4721,1205,1,5,15,important
10,1,0.208333,0.25,-0.281398,-2.393997,0.273903,0,0.001471,0.00022,0.052896,0,0,0,47653,4180,1,2,12,important
1,1,0.2,1,-1.706779,-1.516793,0,0,0.000311,0.000124,0,0,0,0,19821,1748,1,8,59,important
1,2,0.25,0.222222,-1.505912,-0.622779,0,0.346574,0.000324,0.000161,0,0,0,0,16214,1420,1,23,3,important
8,2,0.177778,0.285714,0.2941,-0.902209,0.324772,0.346574,0.002437,0.002839,0.160276,0.181443,0,0,21441,1829,1,2,4,important
1,24,0.1,0.205128,-1.18355,2.18449,0,0.152111,0.000149,0.0064,0,0.318801,0,0,11746,2085,1,7,1,important
1,8,0.142857,0.163265,-1.849644,0.419783,0,0.303252,0.00018,0.001483,0,0.070657,0,1,22865,3003,1,23,8,important
2,2,0.133333,0.4,-0.467322,-0.277336,0,0.346574,0.000533,0.001584,0,0.152862,1,1,11478,1267,1,3,30,important
1,1,0.333333,0.5,0.218706,0.408692,0,0,0.00087,0.000573,0.128557,0.073682,0,0,2890,434,1,14,32,important
2,1,0.142857,0.5,0.326569,-0.176592,0,0,0.000885,0.000125,0.098428,0,0,0,5189,891,1,4,18,important
4,2,0.210526,0.25,1.501545,0.998384,0.281168,0.346574,0.000544,0.000403,0.049675,0.008932,0,0,3205,875,1,3,15,important
5,8,0.138889,0.222222,-0.892377,-0.232388,0.333045,0.188385,0.00073,0.000926,0,0,0,0,43894,3237,1,1,7,important
1,2,0.5,0.25,-0.611038,0.272094,0,0.346574,0.00052,0.000722,0,0.035151,0,1,6626,932,1,22,7,important
14,1,0.285714,0.25,2.072299,-0.376773,0.276824,0,0.002147,0.000303,0.19397,0,0,0,6339,1243,1,2,30,important
5,7,0.555556,0.388889,0.763792,1.290249,0.333045,0.318567,0.000106,0.000633,0,0.019654,0,0,8378,901,1,1,2,important
1,1,0.125,0.066667,0.312599,0.502585,0,0,0.000466,0.000307,0.072335,0.019377,0,0,2631,589,1,17,22,important
3,15,0.375,0.555556,0.447199,2.246622,0.318257,0.161698,0.000553,0.001753,0.007463,0.171998,0,0,6899,1054,1,10,1,important
14,3,0.194444,0.272727,0.89962,-0.450839,0.207258,0.318257,0.001888,0.001015,0.113997,0.020233,0,1,20479,2656,1,2,18,important
1,2,0.166667,0.25,-0.724755,0.158378,0,0.346574,0.000322,0.000319,0,0,0,0,7424,1552,1,8,12,important
3,3,0.2,0.375,0.571435,0.76142,0.366204,0,0.000644,0.001809,0.024587,0.173016,0,0,6093,1029,1,2,2,important
163,2,0.463068,0.4,3.870885,-0.339733,0.158809,0,0.007846,0.001137,0.346044,0.059247,0,0,12217,1846,1,1,6,important
2,1,0.2,0.125,0.946352,0.44319,0.346574,0,0.000478,0.000157,0.085927,0,0,0,2792,381,1,2,11,important
1,1,0.25,0.5,1.712286,1.902271,0,0,0.000186,0.000183,0.085492,0.083556,0,0,649,351,1,15,6,important
1,4,0.166667,0.222222,-0.697307,0.878972,0,0,0.000679,0.001059,0.017432,0.081944,0,0,7223,713,1,5,2,important
1,2,0.333333,1,-3.076015,-2.192882,0,0,0.000053,0.000263,0,0,0,0,77943,2797,1,28,19,important
52,6,0.234234,0.26087,-0.046995,-2.016493,0.220354,0,0.001215,0.000365,0.011054,0,0,0,196017,6099,1,1,1,important
4,1,0.571429,0.333333,0.700545,-0.495764,0.281168,0,0.000383,0.000854,0,0.04816,0,0,7140,1958,1,1,23,important
3,26,0.107143,0.342105,-0.765879,1.583591,0.318257,0.14732,0.000478,0.002673,0,0.160704,0,0,23207,2568,1,4,1,important
11,6,0.148649,0.428571,-0.378767,-0.794917,0.29213,0,0.000992,0.000627,0,0,0,0,57779,2971,1,1,13,important
6,5,0.315789,0.277778,2.068887,2.076551,0.289188,0.250201,0.001283,0.000985,0.17438,0.139193,0,0,2726,668,1,6,4,important
2,3,0.333333,0.6,-0.746012,-0.150561,0,0,0.000468,0.000175,0,0,0,0,15167,2376,1,1,7,important
1,1,0.083333,0.333333,-0.58814,-0.398155,0,0,0.000114,0.000113,0,0,0,0,6476,1420,1,17,23,important
12,3,0.184615,0.157895,0.537589,-0.65872,0.285927,0.318257,0.002231,0.000838,0.148107,0.001448,0,0,25211,1929,1,6,13,important
1,2,0.2,0.666667,0.619339,1.502472,0,0.346574,0.000309,0.000457,0.017843,0.066477,0,0,1936,602,1,6,7,important
3,1,0.214286,0.166667,-0.619754,-1.52838,0.366204,0,0.00083,0.000385,0,0,0,0,20052,2462,1,4,5,important
1,4,0.0625,0.4,0.207352,1.783632,0,0.281168,0.000271,0.002814,0,0.266613,0,0,2923,727,1,13,1,important
1,1,0.111111,0.25,-0.935974,-0.745989,0,0,0.000862,0.000243,0.089662,0,1,1,9170,1198,1,9,13,important
1,6,0.333333,0.3,0.832077,2.813822,0,0,0.000338,0.001333,0.073351,0.235402,0,0,1565,340,1,8,25,important
1,1,0.333333,0.166667,-1.455313,-1.265328,0,0,0.000893,0.000369,0.028409,0,0,0,15414,2476,1,4,24,important
1,1,0.25,1,-0.856449,-0.666464,0,0,0.000663,0.000939,0.010538,0.060873,0,0,8469,1157,1,6,57,important
1,1,0.1,0.333333,0.165149,0.355135,0,0,0.000421,0.00111,0.02459,0.15118,0,0,3049,998,1,13,2,important
3,6,0.6,0.26087,0.978131,1.861264,0,0.318257,0.000772,0.001018,0.083331,0.120083,0,0,4057,918,1,7,9,important
7,39,0.318182,0.397959,0.958604,2.866241,0.205058,0.17185,0.000835,0.003073,0.029711,0.221473,0,0,9653,1102,1,1,1,important
2,2,0.142857,0.333333,1.766096,1.956082,0.346574,0.346574,0.000512,0.000505,0.128581,0.126463,0,0,1230,382,1,6,12,important
32,1,0.153846,0.142857,2.857569,-0.418181,0.06953,0,0.004849,0.000282,0.304691,0,0,0,6607,1199,1,2,22,important
1,2,0.5,0.222222,0.637057,1.52019,0,0.346574,0.000653,0.001289,0.134718,0.216637,0,0,1902,288,1,18,3,important
5,1,0.2,0.25,-0.233404,-1.652857,0.333045,0,0.00049,0.000542,0,0,0,0,22710,1730,1,1,13,important
1,2,0.166667,0.1,-0.156073,0.727059,0,0.346574,0.000256,0.001141,0,0.135039,0,0,4204,722,1,14,1,important
1,3,0.5,0.176471,-2.434341,-1.145743,0,0.366204,0.00039,0.000681,0,0,0,0,41030,3101,1,13,5,important
3,2,0.375,0.333333,-0.557991,-0.77347,0.366204,0,0.000423,0.000684,0,0,0,0,18851,2044,1,2,10,important
1,6,1,0.193548,0.932833,2.914578,0,0.337135,0.000706,0.001739,0.185775,0.28834,0,0,1415,315,1,2,9,important
1,4,0.2,0.444444,-0.450276,1.126004,0,0.346574,0.000822,0.000916,0.053554,0.068218,0,0,5642,1443,1,14,2,important
6,2,0.206897,1,1.352534,0.443907,0.225281,0,0.001088,0.000239,0.118572,0,0,0,5580,1244,1,14,8,important
7,9,0.28,0.183673,0.596578,1.037878,0.265437,0.321654,0.001245,0.001965,0.076225,0.142476,0,0,13864,1844,1,3,4,important
9,1,0.109756,0.5,0.713829,-1.29341,0.279498,0,0.00449,0.000074,0.26746,0,0,0,15853,1881,1,2,19,important
1,2,0.090909,0.25,1.179213,2.062346,0,0.346574,0.00017,0.003687,0,0.356972,0,0,1106,478,1,1,5,important
3,3,0.3,1,2.412132,2.602118,0,0,0.001394,0.000514,0.255803,0.140335,0,0,967,342,1,2,9,important
4,2,0.666667,0.333333,1.14434,0.641178,0,0.346574,0.000378,0.000249,0,0,0,0,4581,974,1,1,7,important
1,1,0.5,0.5,0.672919,0.862904,0,0,0.000314,0.000155,0.027267,0,0,0,1835,523,1,5,1,important
2,8,0.333333,0.163265,-1.144795,0.431484,0.346574,0.25993,0.000696,0.001013,0,0.022466,0,0,22599,2362,1,4,19,important
4,6,0.2,0.26087,1.472335,2.067786,0.281168,0.310613,0.000435,0.000429,0.038808,0.036471,0,1,3300,604,1,6,12,important
6,5,0.214286,0.238095,1.757461,1.765125,0.332415,0.250201,0.001019,0.00063,0.119303,0.052538,0,0,3722,712,1,1,8,important
1,2,0.142857,0.666667,1.883269,2.766402,0,0,0.000188,0.00037,0.102708,0.173831,0,0,547,198,1,23,33,important
3,1,0.230769,0.5,0.329593,-0.579034,0.318257,0,0.000643,0.000212,0.024162,0,0,0,7760,1048,1,3,17,important
1,1,0.333333,0.333333,-1.448804,-1.258819,0,0,0.000579,0.000216,0,0,0,0,15314,1488,1,10,10,important
7,2,0.241379,0.666667,0.977216,-0.085561,0.291311,0,0.001476,0.000406,0.111977,0,0,0,9475,2159,1,1,6,important
1,1,0.142857,0.166667,-1.223684,-1.033698,0,0,0.000583,0.000248,0,0,0,0,12227,2122,0,20,15,important
1,2,0.111111,0.285714,-0.985958,-0.102825,0,0.346574,0.000514,0.00017,0,0,0,0,9640,1750,1,17,2,important
2,9,0.105263,0.236842,-0.80428,0.889783,0.346574,0.25068,0.002252,0.002304,0.155905,0.15795,0,0,16077,1907,1,4,12,important
2,3,0.1,0.2,-2.205254,-1.609803,0,0.318257,0.000523,0.00013,0,0,0,0,65259,3980,1,7,2,important
1,3,0.333333,0.214286,-0.790059,0.498538,0,0.366204,0.000491,0.001169,0,0.098551,0,0,7925,1126,1,5,10,important
1,1,0.2,0.2,-0.008443,0.181543,0,0,0.000431,0.000142,0.03434,0,0,0,3627,771,1,14,22,important
7,1,0.170732,0.333333,-0.485208,-2.241133,0.295015,0,0.000596,0.000156,0,0,0,0,40898,2635,1,3,31,important
11,2,0.215686,0.5,-0.702429,-2.217192,0.323636,0,0.001141,0.000357,0.009074,0,0,0,79861,4432,1,1,6,important
3,1,0.107143,0.142857,-0.762598,-1.671225,0.318257,0,0.00053,0.000144,0,0,0,0,23131,2032,1,21,30,important
2,2,0.181818,0.5,0.903927,1.093912,0,0.346574,0.000285,0.000704,0,0.095413,0,0,2913,574,1,3,17,important
2,1,0.333333,0.25,-0.108953,-0.612115,0,0,0.000341,0.000563,0,0.014375,0,0,8021,808,1,14,19,important
1,2,0.166667,1,-2.244248,-1.361115,0,0.346574,0.000103,0.000308,0,0,0,0,33927,2703,1,14,2,important
1,1,1,0.125,1.048851,1.238837,0,0,0.000175,0.000173,0.022442,0.020372,0,0,1260,212,1,29,29,important
4,7,0.235294,0.388889,0.87034,1.619941,0.281168,0.337946,0.000486,0.002648,0.007299,0.242108,0,1,6025,921,1,2,1,important
2,1,0.111111,0.333333,-1.765416,-2.268578,0,0,0.000481,0.00009,0,0,0,0,42036,2667,1,3,10,important
1,5,0.2,0.172414,0.942777,2.7422,0,0.316757,0.000164,0.001135,0,0.204286,0,0,1401,382,1,12,3,important
3,3,0.12,1,0.896062,1.086048,0.366204,0,0.000489,0.000484,0.010049,0.007545,0,0,4404,717,1,9,17,important
1,2,1,0.5,-0.056878,0.826254,0,0.346574,0.000135,0.000266,0,0,0,0,3807,457,1,18,3,important
1,3,0.5,0.428571,-1.172765,0.115833,0,0,0.000227,0.0003,0,0,0,0,11620,1934,1,5,21,important
2,5,0.153846,0.131579,-0.194914,0.911362,0.346574,0.321888,0.000207,0.000615,0,0.011019,0,0,8741,1919,1,4,2,important
1,1,0.2,0.125,2.130934,2.32092,0,0,0.000565,0.000185,0.220253,0.102885,0,0,427,170,1,13,12,important
