@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
1,1,0.166667,1,-1.234098,-0.854517,0,0,0.00037,0.000087,0,0,0,0,12355,1626,1,6,5,important
1,1,0.125,0.125,0.288194,0.667775,0,0,0.00061,0.000223,0.098831,0,0,0,2696,596,1,3,1,important
2,1,0.166667,0.5,-0.842239,-1.155805,0.346574,0,0.000591,0.000102,0,0,0,0,16699,1517,1,4,4,important
4,3,0.571429,0.176471,2.870825,2.962724,0.346574,0,0.001079,0.001721,0.246709,0.306684,0,0,815,299,1,9,1,important
1,2,0.2,1,-2.917043,-1.844315,0,0,0.000167,0.000066,0,0,0,0,66487,2881,1,1,60,important
5,2,0.178571,0.166667,-0.428487,-0.965197,0.316757,0,0.000833,0.000068,0.001514,0,0,1,27602,2176,1,1,6,important
1,1,1,0.2,-0.923796,-0.544215,0,0,0.000706,0.000108,0.011192,0,0,0,9059,1799,1,1,13,important
4,6,0.235294,0.214286,1.18898,1.974027,0.346574,0.346574,0.00323,0.00093,0.284372,0.145894,0,0,4381,928,1,8,1,important
1,1,0.2,0.5,0.592331,0.971912,0,0,0.000461,0.000225,0.066547,0,0,0,1989,528,1,3,7,important
2,8,0.25,0.296296,0.531145,2.29702,0.346574,0.330782,0.000583,0.001253,0.077921,0.19959,0,0,4229,878,1,2,1,important
1,3,0.2,0.115385,-1.781182,-0.302989,0,0.366204,0.000097,0.001244,0,0.105154,0,0,21352,1971,1,20,1,important
2,3,0.181818,0.333333,0.125443,0.910489,0.346574,0.366204,0.000753,0.000415,0.047552,0.002229,0,0,6345,1581,1,1,4,important
1,1,0.166667,0.25,-1.550895,-1.171314,0,0,0.001194,0.000867,0.05847,0.064595,0,1,16960,2170,1,11,7,important
3,1,0.075,0.111111,-0.995148,-1.714179,0,0,0.002186,0.000416,0.123541,0,0,1,29187,2525,1,5,1,important
14,1,0.117647,0.166667,2.197683,-0.061793,0.247785,0,0.004171,0.000178,0.31405,0,0,0,5592,1126,1,1,3,important
2,1,0.4,0.5,-0.149511,-0.463077,0,0,0.000606,0.000211,0,0,0,0,8353,1572,1,10,5,important
15,1,0.12,0.25,0.155445,-2.173024,0.272489,0,0.001459,0.000429,0.053753,0,0,0,46181,4009,1,2,8,important
1,2,0.5,0.2,-0.926992,0.145736,0,0.346574,0.00434,0.000301,0.27294,0,0,0,9088,1145,1,1,12,important
1,3,0.076923,0.09375,0.184021,1.662214,0,0.318257,0.00073,0.001256,0.107519,0.200256,0,1,2992,821,1,9,6,important
8,2,0.16,1,1.072746,0.066032,0.360732,0,0.001426,0.000189,0.103556,0,0,0,9842,2097,1,1,15,important
1,1,0.2,0.166667,0.414545,0.794126,0,0,0.000636,0.000474,0.120105,0.100648,0,0,2376,738,1,7,10,important
2,1,0.666667,0.25,-0.750682,-1.064248,0.346574,0,0.000856,0.000742,0.026289,0.054146,0,0,15238,1715,1,1,11,important
1,2,0.125,0.4,0.085738,1.158466,0,0.346574,0.000141,0.000199,0,0,0,0,3301,1066,1,1,8,important
2,5,0.083333,0.384615,-1.291809,0.004063,0.346574,0.316757,0.001647,0.000179,0.095835,0,0,0,26178,2458,1,2,3,important
1,6,1,0.206897,-1.524972,0.646369,0,0.225281,0.000131,0.001439,0,0.135824,0,0,16526,1119,1,2,1,important
1,3,0.5,1,-0.440658,1.037535,0,0.318257,0.000231,0.000304,0,0,0,0,5588,1397,1,12,5,important
1,3,0.071429,0.333333,1.282967,2.761161,0,0,0.000717,0.000285,0.19833,0.102677,0,0,997,357,1,5,7,important
1,1,0.5,0.166667,0.484259,0.86384,0,0,0.000157,0.000233,0,0.008746,0,0,2216,583,1,2,5,important
3,1,0.096774,0.1,-1.188052,-1.907083,0.366204,0,0.000805,0.000252,0,0,0,0,35397,2928,1,4,13,important
7,10,0.2,0.27027,0.693129,1.429385,0.318567,0,0.000719,0.007055,0,0.357961,0,0,12588,2594,1,2,4,important
3,2,0.214286,0.5,-1.568274,-1.594158,0.318257,0,0.000441,0.000103,0,0,0,0,51772,3454,1,1,11,important
1,3,0.142857,0.333333,2.376577,3.854771,0,0.318257,0.001143,0.000629,0.308746,0.250864,0,0,334,152,1,10,4,important
1,3,0.5,0.2,-0.886344,0.591849,0,0.318257,0.00028,0.00081,0,0.079447,0,1,8726,1349,1,15,3,important
1,7,0.333333,0.175,0.267999,2.59349,0,0.318567,0.0003,0.005039,0.003571,0.382809,0,0,2751,562,1,8,2,important
5,3,0.192308,0.428571,0.587916,0.456672,0.333045,0.366204,0.000839,0.000115,0.04316,0,0,0,9989,1150,1,4,5,important
1,1,0.2,0.125,1.16218,1.541761,0,0,0.000354,0.000279,0.10862,0.090655,0,0,1125,291,1,1,7,important
2,2,0.125,1,0.42109,0.800671,0.346574,0.346574,0.001323,0.000364,0.161843,0.016997,0,0,4721,1205,1,5,11,important
1,8,0.142857,0.235294,-1.11993,1.339092,0,0.360732,0.000104,0.001326,0,0.157624,0,1,11022,1214,1,4,1,important
2,1,0.2,0.2,-0.6905,-1.004066,0,0,0.000132,0.000382,0,0,0,0,14348,2115,1,28,4,important
4,8,0.4,0.235294,0.777674,1.850402,0.346574,0,0.00049,0.001479,0.010439,0.195144,0,0,6610,1012,1,13,15,important
2,2,0.133333,0.285714,-1.132283,-0.752702,0,0.346574,0.000764,0.000369,0,0,0,1,22318,2330,1,5,2,important
1,2,0.111111,0.5,1.405526,2.478254,0,0,0.000179,0.000285,0.042296,0.102505,0,0,882,333,1,5,8,important
5,1,0.138889,1,-0.892377,-2.122234,0.333045,0,0.00073,0.000071,0,0,0,0,43894,3237,1,1,5,important
1,1,0.333333,0.2,-0.342391,0.03719,0,0,0.000749,0.000168,0.072948,0,0,0,5065,1079,1,18,12,important
1,2,0.166667,0.1,-0.697307,0.375421,0,0.346574,0.000679,0.000486,0.017432,0.012835,0,0,7223,713,1,5,8,important
5,1,0.116279,0.333333,-0.10152,-1.331377,0.333045,0,0.001818,0.000138,0.118148,0,0,1,19904,1993,1,2,8,important
1,1,0.25,1,-0.556132,-0.176551,0,0,0.000256,0.000174,0,0,0,0,6272,662,1,6,6,important
1,1,0.083333,0.333333,-0.58814,-0.208559,0,0,0.000114,0.00015,0,0,0,0,6476,1420,1,17,28,important
656,4,0.143545,0.235294,4.290128,-0.430157,0.094401,0.346574,0.034825,0.000281,0.527861,0,0,0,32330,2696,1,1,2,important
1,1,0.071429,0.5,0.303518,0.683099,0,0,0.000462,0.000679,0.067484,0.134791,0,0,2655,814,1,4,4,important
4,8,0.210526,0.210526,0.135024,1.207752,0.346574,0,0.000492,0.000618,0,0.047079,0,0,12569,1529,1,2,2,important
1,12,0.333333,0.244898,-1.455313,1.409175,0,0.293547,0.000893,0.00176,0.028409,0.169944,0,0,15414,2476,1,4,1,important
3,1,0.214286,0.333333,1.737248,1.018217,0.318257,0,0.001972,0.000746,0.270177,0.167238,0,0,1899,611,1,2,8,important
2,1,0.125,1,3.316345,3.002779,0,0,0.00058,0.000323,0.26604,0.210324,0,0,261,104,1,3,46,important
4,1,0.222222,0.1,-0.240042,-1.246756,0.281168,0,0.000296,0.000087,0,0,0,0,18289,1730,1,1,4,important
9,2,0.243243,0.076923,0.165514,-0.958982,0.282895,0.346574,0.001168,0.000298,0.045078,0,0,0,27431,2680,1,1,11,important
1,12,0.055556,0.235294,-0.041526,2.822962,0,0.339597,0.001189,0.001718,0.175361,0.24395,0,0,3749,823,1,6,13,important
1,1,0.142857,0.142857,-0.509293,-0.129712,0,0,0.000239,0.000159,0,0,0,0,5985,796,1,4,3,important
1,1,0.2,0.5,-0.450276,-0.070695,0,0,0.000822,0.00013,0.053554,0,0,0,5642,1443,1,14,1,important
6,6,0.206897,0.461538,1.352534,1.732115,0.225281,0.332415,0.001088,0.000806,0.118572,0.109521,0,0,5580,1244,1,14,5,important
1,2,0.2,0.666667,-0.787026,0.285702,0,0,0.00122,0.000489,0.135976,0.042487,0,0,7901,1052,1,8,2,important
1,1,0.142857,0.25,0.547114,0.926696,0,0,0.000153,0.001117,0,0.195222,0,0,2081,647,1,7,1,important
1,1,0.111111,0.1,-0.397881,-0.0183,0,0,0.000263,0.000181,0,0,0,0,5354,980,1,5,1,important
4,1,0.117647,0.142857,0.516357,-0.490356,0.346574,0,0.00271,0.002258,0.229857,0.230642,0,0,8584,1057,1,5,18,important
2,3,0.222222,0.25,-0.765922,0.019124,0,0.318257,0.000251,0.000203,0,0,1,1,15472,1851,1,5,4,important
1,2,0.333333,0.2,0.808086,1.880814,0,0.346574,0.000172,0.001333,0.003422,0.254392,0,0,1603,338,1,4,4,important
3,2,0.142857,0.222222,0.129919,0.104035,0.318257,0,0.000653,0.000347,0.006287,0,0,0,9475,1081,1,1,7,important
180,5,0.218447,0.3125,3.503942,0.300004,0.089959,0.35164,0.020712,0.000329,0.473084,0,0,0,19472,2717,1,1,4,important
1,2,0.166667,0.153846,-1.138893,-0.066165,0,0,0.000847,0.00113,0.033231,0.117374,0,0,11233,1573,1,2,18,important
5,1,0.138889,0.142857,-0.140781,-1.370638,0.316757,0,0.000521,0.000066,0,0,1,1,20701,1965,1,5,15,important
1,1,0.142857,0.25,0.083317,0.462898,0,0,0.000684,0.000191,0.08109,0,0,0,3309,727,1,14,1,important
1,1,0.142857,1,-1.223684,-0.844103,0,0,0.000583,0.000201,0,0,0,0,12227,2122,0,20,14,important
1,1,0.25,0.125,-0.088422,0.291159,0,0,0.00063,0.000682,0.051286,0.094131,0,0,3929,894,1,1,10,important
1,1,0.111111,0.125,-0.985958,-0.606377,0,0,0.000514,0.000416,0,0,0,0,9640,1750,1,17,16,important
2,12,0.105263,0.24,-0.80428,1.367061,0.346574,0.143418,0.002252,0.00115,0.155905,0.105619,0,0,16077,1907,1,4,4,important
3,1,0.272727,0.142857,0.822116,0.103085,0.318257,0,0.000348,0.000153,0,0,0,0,4742,1111,1,3,2,important
3,1,0.25,0.111111,1.321827,0.602796,0.366204,0,0.000783,0.000695,0.139406,0.142475,0,0,2877,596,1,1,1,important
2,1,0.1,0.5,-2.205254,-2.51882,0,0,0.000523,0.000091,0,0,0,0,65259,3980,1,7,7,important
2,1,0.25,0.142857,2.011851,1.698285,0,0,0.000182,0.000293,0.06203,0.120998,0,1,962,279,1,7,2,important
1,119,0.166667,0.331476,-2.244248,2.914456,0,0.162654,0.000103,0.019646,0,0.473604,0,0,33927,2703,1,14,1,important
1,8,0.125,0.135593,-1.388653,1.070369,0,0.300085,0.001028,0.00321,0.048144,0.251515,0,0,14420,1759,1,20,3,important
2,1,0.133333,1,1.090997,0.777431,0.346574,0,0.00062,0.000684,0.106533,0.137578,0,0,2416,760,1,18,21,important
2,17,0.111111,0.298246,-1.765416,0.754231,0,0,0.000481,0.000577,0,0,0,0,42036,2667,1,3,1,important
1,1,1,0.25,0.298259,0.67784,0,0,0.000457,0.000222,0.061567,0,0,0,2669,658,1,9,3,important
3,8,0.272727,0.5,-1.190845,0.169566,0.366204,0,0.00043,0.000213,0,0,0,0,35496,2368,1,2,7,important
2,2,0.153846,0.125,-0.194914,0.184667,0.346574,0.346574,0.000207,0.000395,0,0,0,0,8741,1919,1,4,4,important
1,2,0.071429,0.25,-0.110821,0.961907,0,0,0.000429,0.000203,0.032687,0,0,0,4018,788,1,9,2,important
2,2,0.222222,0.181818,0.386327,0.765908,0.346574,0.346574,0.000504,0.000682,0.020273,0.093758,0,0,4888,899,1,1,11,important
1,5,0.047619,0.625,-0.826486,1.162533,0,0.316757,0.000417,0.000664,0,0.063071,0,0,8219,1256,1,4,4,important
3,19,0.214286,0.25,-0.450157,1.77525,0.318257,0.25263,0.002088,0.001544,0.148549,0.148434,0,0,16924,2678,1,5,1,important
4,1,0.307692,0.2,2.579163,1.572449,0.346574,0,0.000175,0.000821,0.018034,0.20643,0,0,1091,201,1,7,9,important
1,12,0.2,0.342857,-0.362136,2.502352,0,0.309171,0.000674,0.002438,0.075954,0.2754,0,0,5166,1002,1,17,2,important
1,2,1,0.5,-0.441732,0.630997,0,0.346574,0.000829,0.000471,0.077061,0.03251,0,0,5594,910,1,3,1,important
2,1,0.125,0.125,-0.7439,-1.057466,0.346574,0,0.000248,0.000199,0,0,0,0,15135,1579,1,9,23,important
2,2,0.222222,0.333333,1.377576,1.757157,0,0.346574,0.000168,0.00077,0,0.179542,0,0,1814,474,1,3,3,important
1,5,0.25,0.238095,-2.365696,-0.376677,0,0,0.000207,0.000409,0,0,0,0,38308,1979,1,15,1,important
2,1,0.086957,0.25,-0.750551,-1.064117,0.346574,0,0.001081,0.000593,0.054054,0.018965,0,1,15236,1658,1,1,1,important
15,12,0.164835,0.342857,-1.430196,-1.273759,0.240975,0,0.000479,0.000398,0,0,0,0,225475,6112,1,2,2,important
1,2,0.166667,0.25,-0.580389,0.492339,0,0.346574,0.000114,0.000891,0,0.114113,1,1,6426,1333,1,10,1,important
4,19,0.095238,0.38,0.013368,1.951093,0.346574,0.309542,0.002453,0.000962,0.194272,0.097697,0,0,14195,1902,1,4,1,important
4,1,0.148148,0.090909,-0.023425,-1.030138,0.346574,0,0.00156,0.000236,0.103415,0,0,0,14727,1980,1,9,1,important
1,1,0.142857,1,-1.002113,-0.622532,0,0,0.000342,0.000104,0,0,0,0,9797,1725,1,20,9,important
1,2,0.25,0.222222,-1.851218,-0.778489,0,0,0.000416,0.00035,0,0,0,0,22901,2505,1,3,6,important
4,1,0.4,0.111111,0.794301,-0.212412,0.346574,0,0.000809,0.001279,0.048973,0.14964,0,1,6501,1140,1,2,2,important
1,2,0.25,0.4,0.04682,1.119548,0,0,0.000136,0.000379,0,0.02844,0,0,3432,680,1,24,3,important
4,2,0.190476,0.25,2.306487,1.992921,0.281168,0,0.001842,0.000256,0.269429,0.047077,0,0,1433,526,1,4,9,important
15,4,0.197368,0.222222,-0.656435,-1.59861,0.298873,0.346574,0.001057,0.000174,0,0,0,0,104006,4673,1,1,4,important
2,1,0.2,0.5,-0.994017,-1.307583,0.346574,0,0.000619,0.000355,0,0,0,0,19436,1837,1,1,30,important
2,2,0.153846,0.666667,0.878506,1.258087,0.346574,0.346574,0.000276,0.000581,0,0.088837,0,0,2988,914,1,2,11,important
3,8,0.130435,0.190476,0.461212,1.821622,0.366204,0.346574,0.002249,0.001566,0.216796,0.197144,0,0,6803,1287,1,7,3,important
1,1,0.111111,0.333333,-0.567073,-0.187492,0,0,0.000221,0.000144,0,0,0,0,6341,1183,1,2,7,important
4,2,0.181818,0.4,0.415281,0.101715,0.346574,0.346574,0.001175,0.000914,0.080841,0.087751,0,0,9497,1626,1,4,6,important
1,7,0.166667,0.259259,-0.570223,1.755269,0,0.359664,0.001566,0.001251,0.182017,0.181537,0,0,6361,1227,1,3,2,important
1,5,0.166667,0.102041,0.784048,2.773067,0,0.316757,0.001189,0.000785,0.224052,0.18723,0,0,1642,501,1,11,2,important
1,1,0.142857,0.333333,0.980599,1.360181,0,0,0.00017,0.000262,0,0.058501,0,1,1349,430,1,5,6,important
6,10,0.193548,0.25,0.05042,0.940827,0.310613,0.213011,0.001957,0.000862,0.13652,0.066918,0,0,20518,1964,1,12,2,important
1,2,0.142857,0.25,0.918102,1.99083,0,0.346574,0.001874,0.000788,0.278861,0.188847,0,0,1436,547,1,10,3,important
2,6,0.666667,0.133333,0.832716,2.31091,0.346574,0.332415,0.001276,0.003419,0.172262,0.325689,0,0,3128,881,1,15,11,important
5,6,0.192308,0.545455,1.140897,1.7028,0.35164,0,0.000786,0.001318,0.060521,0.166109,0,0,5746,1440,1,8,1,important
