@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
28,1,0.171779,1,0.586171,0.230784,0.219921,0,0.000806,0.000154,0.02134,0,0,0,5892,998,1,2,3,unimportant
10,1,0.217391,0.333333,0.089746,0.763978,0.235112,0,0.000626,0.000421,0.082348,0.073438,0,0,3457,532,1,4,1,unimportant
80,60,0.180995,0.384615,0.960223,3.649358,0.207829,0.202437,0.003071,0.007523,0.08935,0.359643,0,0,11581,2310,1,1,1,unimportant
45,142,0.238095,0.330233,-0.105255,4.020727,0.280744,0.173055,0.001821,0.012084,0,0.412171,0,0,18906,2286,1,1,1,unimportant
92,8,0.27381,0.222222,2.036864,2.571334,0.223899,0.281168,0.002299,0.003559,0.166243,0.309923,0,0,4538,1118,1,1,1,unimportant
39,3,0.143911,0.3,-0.371098,0.040769,0.210987,0.366204,0.001995,0.000285,0,0,0,0,21375,2136,1,1,11,unimportant
42,3,0.215385,0.176471,1.439749,1.777509,0.225067,0.318257,0.005038,0.000639,0.281345,0.076727,0,0,3764,918,1,4,1,unimportant
22,5,0.231579,0.384615,0.333366,1.828579,0.298683,0.250201,0.001642,0.001745,0.072369,0.186965,0,0,5961,858,1,2,2,unimportant
23,2,0.190083,0.125,0.304417,0.838887,0.275153,0.346574,0.001587,0.000826,0.08907,0.093485,0,0,6415,1000,1,1,1,unimportant
22,2,0.189655,0.222222,-0.370128,0.208794,0.254852,0,0.001062,0.000625,0,0.028471,0,0,12046,1449,1,4,19,unimportant
109,3,0.212062,0.272727,3.523343,2.907425,0.196797,0.318257,0.004755,0.000728,0.379101,0.184058,0,0,1216,362,1,1,4,unimportant
10,1,0.294118,0.2,1.170582,1.844815,0.316757,0,0.000212,0.000256,0.052196,0.089694,0,0,1173,462,1,3,9,unimportant
22,10,0.130952,0.2,-0.959307,1.229053,0.254462,0,0.001207,0.000787,0,0.032393,0,0,21713,2695,1,1,2,unimportant
16,3,0.150943,0.3,-0.092811,1.21003,0.292294,0.318257,0.001373,0.000639,0.051737,0.049232,0,0,6639,887,1,3,5,unimportant
14,4,0.189189,0.235294,-0.659682,1.064372,0.280065,0,0.000561,0.001843,0,0.174251,0,0,10240,1790,1,2,1,unimportant
13,1,0.236364,0.333333,0.140429,0.552297,0.257942,0,0.000306,0.000173,0,0,0,0,4272,759,1,4,28,unimportant
24,2,0.171429,0.333333,0.318395,0.810305,0.209177,0.346574,0.000583,0.000306,0,0,0,1,6601,873,1,1,2,unimportant
10,9,0.285714,0.6,-0.350867,2.52059,0.343218,0.343481,0.000241,0.001973,0,0.22689,0,0,5371,817,1,2,3,unimportant
44,38,0.199095,0.358491,0.086058,2.916272,0.199876,0.297065,0.002601,0.004023,0.037936,0.265861,0,0,15267,2903,1,1,1,unimportant
234,19,0.246316,0.322034,?,1.331354,0.192825,0.237872,0.007242,0.001027,0.119823,0.055025,0,0,37243,3493,1,1,1,unimportant
61,6,0.308081,0.333333,0.357011,1.014714,0.165055,0.225281,0.001428,0.002361,0,0.193639,0,0,16142,1414,1,1,2,unimportant
19,1,0.135714,0.333333,0.353207,0.385585,0.251147,0,0.000791,0.000325,0.032227,0,0,1,5047,776,1,1,12,unimportant
695,53,0.216849,0.197026,?,1.676597,0.230843,0.245356,0.014095,0.00174,0.189713,0.119972,0,0,73558,4862,1,1,1,unimportant
152,1,0.168328,0.047619,2.390171,0.343108,0.186474,0,0.007113,0.000484,0.330087,0.039867,0,0,5266,1316,1,1,17,unimportant
50,16,0.163399,0.290909,0.136709,1.974092,0.217724,0.190496,0.002707,0.001749,0.090384,0.163562,1,1,16492,1457,1,1,1,unimportant
14,4,0.28,0.210526,0.265929,1.989983,0.298881,0.346574,0.000921,0.001179,0.027693,0.151579,0,0,4058,989,1,1,3,unimportant
14,2,0.164706,0.2,-0.987397,0.04351,0.299402,0.346574,0.000687,0.000588,0,0,0,0,14211,2298,1,2,28,unimportant
25,6,0.274725,0.428571,-0.566213,0.983488,0.242753,0.225281,0.001341,0.000532,0,0,0,0,16654,2386,1,3,4,unimportant
33,5,0.284483,0.227273,0.885461,1.975209,0.234756,0.336506,0.002143,0.002058,0.130975,0.220376,0,0,5148,814,1,2,8,unimportant
15,2,0.163043,0.181818,-0.746958,0.214956,0.308786,0.346574,0.001841,0.000535,0.023865,0,0,1,11972,1790,1,1,9,unimportant
17,16,0.209877,0.421053,?,1.500238,0.267754,0.238015,0.000738,0.00112,0,0.071856,0,0,26489,3305,1,3,6,unimportant
18,4,0.155172,0.210526,-0.695293,0.777447,0.297665,0.346574,0.000638,0.00105,0,0.110008,0,1,13643,1421,1,7,4,unimportant
17,5,0.17,0.263158,0.054949,1.80799,0.164968,0.250201,0.000998,0.001446,0.034411,0.177615,0,0,6085,1001,1,2,11,unimportant
18,1,0.173077,0.090909,-0.235687,-0.149242,0.225281,0,0.00043,0.000126,0,0,0,0,8616,1168,1,2,3,unimportant
43,77,0.21393,0.240625,0.67964,4.239063,0.149962,0.133775,0.001654,0.010998,0.040123,0.42879,0,0,8241,1393,1,1,1,unimportant
19,2,0.204301,0.285714,0.301092,1.026617,0.271428,0.346574,0.000655,0.000972,0,0.117067,0,0,5317,1116,1,3,5,unimportant
10,2,0.196078,0.5,-0.718578,0.648802,0.271847,0.346574,0.000885,0.000113,0,0,0,0,7758,1159,1,1,2,unimportant
58,5,0.163842,0.25,?,0.464248,0.311889,0.316757,0.003132,0.001295,0.040336,0.10104,0,0,23326,2194,1,1,12,unimportant
21,113,0.228261,0.410909,?,3.383021,0.283436,0.194668,0.001629,0.004138,0,0.254823,0,0,28467,2737,1,1,1,unimportant
10,9,0.357143,0.391304,-0.050884,2.820573,0.162541,0.331676,0.000505,0.004316,0,0.338237,0,0,3979,803,1,5,1,unimportant
90,8,0.272727,0.333333,0.505533,1.061982,0.267824,0.188385,0.002405,0.00071,0,0.012505,0,0,20529,2752,1,1,2,unimportant
10,5,0.107527,0.147059,-0.994395,1.289275,0.294162,0.316757,0.000753,0.001749,0,0.181053,0,0,10222,1497,1,7,4,unimportant
15,1,0.319149,0.333333,2.799823,3.06859,0.235696,0,0.000492,0.000282,0.228955,0.178436,0,0,345,94,1,2,3,unimportant
24,13,0.352941,0.265306,1.383636,3.747348,0.209247,0.267535,0.000809,0.003581,0.094132,0.332415,0,0,2275,642,1,1,2,unimportant
242,19,0.163957,0.2,4.870786,1.139293,0.196241,0.185382,0.012296,0.00102,0.208043,0.051512,0,0,45129,3176,1,1,1,unimportant
19,1,0.311475,0.25,-0.276022,-0.243644,0.252023,0,0.001235,0.000106,0,0,0,1,9469,1605,1,1,6,unimportant
64,6,0.158416,0.166667,0.614978,1.224672,0.347784,0.289188,0.002219,0.001147,0.100421,0.12082,0,0,13085,1576,1,4,11,unimportant
48,1,0.156352,0.2,0.680647,-0.213737,0.227913,0,0.005632,0.000114,0.239099,0,0,0,9190,1317,1,1,17,unimportant
15,3,0.178571,0.5,0.155191,1.52257,0.24329,0,0.00043,0.000357,0,0.01564,0,0,4857,732,1,1,16,unimportant
12,1,0.176471,0.5,-0.695366,-0.203456,0.309171,0,0.000377,0.000408,0,0,0,0,9096,1221,1,1,11,unimportant
12,1,0.375,0.25,0.161283,0.653194,0.263876,0,0.000445,0.000321,0,0,0,0,3862,950,1,7,13,unimportant
13,18,0.295455,0.1875,1.104545,4.406785,0.279742,0.287149,0.000504,0.006965,0.078981,0.430921,0,0,1629,478,1,2,1,unimportant
46,11,0.317241,0.354839,0.247826,1.793897,0.245624,0.286656,0.000998,0.001466,0,0.129311,0,0,13577,1285,1,1,1,unimportant
272,6,0.229149,0.122449,1.680644,0.843418,0.183191,0.225281,0.00929,0.001206,0.258469,0.100903,0,0,19158,1578,1,1,1,unimportant
63,2,0.199367,0.333333,0.212666,-0.260504,0.204571,0.346574,0.002497,0.000217,0.036223,0,1,1,19260,1905,1,1,9,unimportant
97,6,0.185824,0.285714,1.371721,1.565587,0,0.318257,0.004224,0.001069,0.155356,0.092989,0,0,9305,1448,1,1,4,unimportant
51,28,0.240566,0.304348,0.341043,2.718239,0.211555,0.282788,0.001202,0.00324,0,0.244944,0,0,13713,1841,1,2,2,unimportant
26,3,0.317073,0.333333,2.064918,2.882251,0.261275,0.318257,0.000508,0.00171,0.121971,0.284885,0,0,1247,321,1,1,16,unimportant
13,2,0.173333,0.285714,-0.597017,0.507998,0.263517,0,0.000685,0.00037,0,0,0,0,8931,1889,1,6,5,unimportant
12,1,0.133333,0.5,-0.052808,0.439102,0.31625,0,0.001036,0.000283,0.034998,0,0,0,4784,616,1,5,9,unimportant
17,3,0.186813,0.111111,-0.776423,0.465793,0.293381,0.318257,0.000752,0.000501,0,0,1,1,13974,1516,1,1,6,unimportant
30,1,0.136986,0.142857,0.50846,0.08408,0.296415,0,0.0031,0.000288,0.193463,0,0,0,6823,1176,1,1,19,unimportant
89,11,0.211905,0.164179,?,1.243149,0.228778,0.292976,0.002733,0.001186,0,0.083428,0,0,23550,2767,1,1,1,unimportant
167,155,0.218301,0.297505,1.198646,4.100895,0.179901,0.167167,0.005524,0.01495,0.138479,0.440937,0,0,19047,2255,1,1,1,unimportant
86,2,0.193694,0.166667,2.143231,1.358848,0.185629,0,0.002973,0.000351,0.229823,0.01005,0,0,3814,678,1,1,1,unimportant
12,2,0.153846,0.333333,0.147653,1.332711,0.281732,0.346574,0.000596,0.000735,0.030106,0.116273,0,1,3915,968,1,1,6,unimportant
16,4,0.163265,0.222222,0.194922,1.785444,0.34131,0.346574,0.001413,0.000987,0.077748,0.121123,0,0,4979,1031,1,1,2,unimportant
143,23,0.156455,0.20354,1.122224,2.27169,0.206232,0.240614,0.00936,0.004508,0.249107,0.280958,0,0,17605,2006,1,1,2,unimportant
30,2,0.165746,0.133333,0.570432,0.839199,0.352141,0,0.001564,0.001083,0.08304,0.129185,0,0,6413,1181,1,1,2,unimportant
13,1,0.288889,0.1,1.296861,1.708729,0.263517,0,0.000528,0.000714,0.113546,0.174351,0,0,1344,343,1,1,23,unimportant
46,26,0.177606,0.2,-0.082694,2.323578,0.244346,0.228103,0.002095,0.003717,0.014673,0.25811,1,1,18895,2123,1,2,1,unimportant
131,11,0.133537,0.15493,1.801841,0.439539,0.224033,0.293628,0.009247,0.001688,0.159799,0.123219,1,1,52601,3529,1,1,1,unimportant
215,1,0.165385,0.333333,2.913419,0.519598,0.191454,0,0.03954,0.00045,0.552723,0.019806,0,0,4414,741,1,1,10,unimportant
24,1,0.303797,1,0.67047,0.469234,0.213834,0,0.000603,0.000607,0,0.062958,0,0,4642,1018,1,4,30,unimportant
267,1,0.188028,0.333333,3.203092,0.592661,0.206683,0,0.015461,0.000183,0.45549,0,0,0,4103,851,1,1,5,unimportant
30,1,0.123967,0.2,0.560193,0.135813,0.358678,0,0.002052,0.000303,0.146614,0,0,0,6479,844,1,1,12,unimportant
11,1,0.135802,0.071429,0.395838,0.97476,0.29213,0,0.000228,0.0002,0,0,0,0,2800,840,1,3,17,unimportant
25,1,0.242718,1,1.687965,1.445907,0.255851,0,0.000752,0.000427,0.110235,0.078734,0,0,1748,458,1,1,4,unimportant
304,5,0.177882,0.192308,?,-0.002277,0.194498,0.316757,0.009847,0.000623,0.21536,0,0,0,37192,2395,1,1,2,unimportant
10,1,0.232558,0.5,-0.184321,0.489911,0.319964,0,0.000242,0.000157,0,0,0,0,4547,784,1,2,16,unimportant
28,1,0.146597,0.055556,0.880209,0.524822,0.295968,0,0.000965,0.000362,0.089387,0.020703,0,0,4391,864,1,1,16,unimportant
18,2,0.160714,0.666667,0.162838,0.942431,0.227913,0.346574,0.000769,0.000661,0,0.057742,0,0,5784,1351,1,4,3,unimportant
36,8,0.179104,0.163265,?,0.489279,0.232791,0.360732,0.001493,0.000293,0,0,0,0,36399,2382,1,4,6,unimportant
11,1,0.2,0.333333,-0.244888,0.334034,0.318833,0,0.000417,0.000279,0,0,0,0,5314,1419,1,5,11,unimportant
66,4,0.132797,0.129032,0.229416,0.402873,0.226549,0.281168,0.002898,0.000411,0.051876,0,0,0,19842,2948,1,1,2,unimportant
12,2,0.162162,0.4,0.217194,1.402251,0.143418,0.346574,0.000485,0.000318,0,0,0,0,3652,1144,1,10,25,unimportant
30,1,0.197368,0.166667,1.30643,0.88205,0.287604,0,0.000668,0.000211,0.091129,0,0,0,3072,658,1,4,10,unimportant
11,1,0.15942,0.2,-0.437382,0.14154,0.290556,0,0.000436,0.000684,0,0.066522,0,0,6442,1008,1,1,18,unimportant
12,6,0.193548,0.428571,-1.333719,0.949951,0.319872,0.318257,0.001819,0.000318,0,0,0,0,17222,2136,1,1,1,unimportant
24,4,0.131868,0.285714,-0.868835,0.316222,0.256297,0,0.002526,0.001903,0.009891,0.156161,0,1,21638,2021,1,3,2,unimportant
45,28,0.152027,0.518519,?,1.700525,0.193481,0.19934,0.001888,0.001175,0,0.074111,0,0,37942,3635,1,1,1,unimportant
96,2,0.18251,0.2,0.709851,-0.184533,0.296364,0,0.002812,0.000088,0.089167,0,0,0,17851,2167,1,1,12,unimportant
29,3,0.122881,0.176471,-0.342622,0.365512,0.186219,0,0.002045,0.000661,0.005553,0.015908,0,0,15448,2049,1,1,20,unimportant
16,5,0.177778,0.25,-0.287259,1.526407,0.278348,0.316757,0.000955,0.000735,0,0.064626,1,1,8064,1502,1,1,1,unimportant
50,42,0.176678,0.352941,?,2.427426,0.232521,0.183057,0.00183,0.001728,0,0.135902,0,0,27512,2718,1,1,1,unimportant
314,12,0.180356,0.16,?,0.831768,0.216362,0.240488,0.014684,0.00065,0.252515,0,0,0,38765,3303,1,1,4,unimportant
758,128,0.239646,0.342246,?,1.758795,0.211096,0,0.009793,0.004663,0.058549,0.253691,0,0,163631,4991,1,1,1,unimportant
144,7,0.189225,0.28,?,0.485867,0.210426,0.265437,0.008058,0.000701,0.168691,0.00686,0,0,31958,3149,1,1,9,unimportant
59,1,0.189103,1,1.130185,0.029465,0.214652,0,0.003589,0.000121,0.182342,0,0,0,7206,1381,1,1,19,unimportant
12,38,0.157895,0.283582,-0.267724,3.861772,0.31625,0.22429,0.000481,0.007014,0,0.400995,0,0,5931,1255,1,1,2,unimportant
10,1,0.172414,0.25,0.831799,1.506031,0.162541,0,0.000232,0.000241,0.02352,0.051448,0,0,1646,607,1,13,16,unimportant
11,5,0.323529,0.357143,-0.630844,1.557516,0.293628,0.316757,0.000579,0.000692,0,0.050756,0,0,7817,1632,1,3,11,unimportant
77,7,0.195929,0.269231,0.957688,1.53661,0.271061,0.318567,0.002808,0.000788,0.087616,0.049274,0,0,11175,1820,1,1,2,unimportant
34,2,0.122302,0.153846,-0.208868,-0.065265,0.238995,0.346574,0.00195,0.000163,0.016414,0,0,0,15844,1874,1,1,10,unimportant
10,3,0.208333,0.333333,-0.952745,0.820099,0.272225,0.366204,0.00059,0.000452,0,0,0,0,9805,1573,1,3,4,unimportant
11,2,0.215686,0.5,1.119444,2.391513,0.29213,0,0.000713,0.001341,0.121451,0.231197,0,0,1358,442,1,7,7,unimportant
218,2,0.191901,0.5,2.484456,0.769926,0.200755,0,0.008256,0.000247,0.307734,0,0,0,6873,1607,1,1,1,unimportant
44,4,0.283871,0.173913,0.718284,1.297206,0.187358,0.346574,0.001304,0.001783,0.014658,0.179855,0,0,8113,1499,1,3,8,unimportant
13,1,0.19403,0.125,-0.698811,-0.286943,0.289247,0,0.000922,0.000451,0,0,1,1,9888,1599,1,4,14,unimportant
16,1,0.219178,0.333333,0.856245,1.060473,0.315686,0,0.000292,0.000211,0,0,0,0,2570,709,1,3,8,unimportant
13,2,0.22807,0.5,-0.445587,0.659428,0.264295,0,0.000413,0.000299,0,0,0,0,7676,2631,1,1,2,unimportant
552,7,0.36102,0.538462,3.747258,0.051351,0.146059,0.265437,0.007933,0.000934,0.120051,0.039182,0,0,49350,2668,1,1,10,unimportant
37,1,0.24183,1,2.685571,2.051471,0.172295,0,0.001586,0.001451,0.249611,0.262562,0,0,954,328,1,6,1,unimportant
473,8,0.24244,0.242424,3.092697,1.98986,0.061177,0.324772,0.009304,0.001684,0.302128,0.167433,0,0,8117,797,1,1,2,unimportant
22,5,0.191304,0.454545,?,0.345922,0.296717,0.336506,0.001764,0.000397,0,0,0,0,26256,2238,1,6,1,unimportant
167,28,0.185556,0.321839,2.102778,3.293806,0.148215,0.228163,0.005876,0.009906,0.246902,0.421522,0,0,7712,1259,1,2,1,unimportant
17,5,0.239437,0.238095,1.593806,3.346848,0.290409,0.336506,0.000674,0.001859,0.131003,0.280216,0,0,1306,417,1,1,1,unimportant
11,22,0.166667,0.278481,-0.531393,3.138571,0.310171,0.24487,0.000433,0.005966,0,0.364191,0,0,7077,1135,1,3,1,unimportant
26,1,0.209677,0.142857,0.577643,0.296364,0.185262,0,0.001644,0.000148,0.109939,0,0,0,5518,1172,1,2,2,unimportant
244,1,0.18726,0.25,2.960708,0.440357,0.149425,0,0.006996,0.001567,0.306097,0.186987,0,0,4778,1022,1,1,12,unimportant
12,1,0.136364,0.058824,1.325989,1.8179,0.337135,0,0.000255,0.000259,0.081046,0.097929,0,0,1205,386,1,1,7,unimportant
37,4,0.165179,0.137931,0.120461,0.872654,0.260684,0.281168,0.001379,0.000511,0.005378,0,1,1,12404,1830,1,1,1,unimportant
15,4,0.220588,0.666667,0.622111,2.277173,0.265634,0,0.000901,0.000705,0.072252,0.104069,0,0,3045,740,1,1,1,unimportant
30,2,0.254237,0.666667,0.671246,0.940013,0.177987,0.346574,0.001605,0.000409,0.088321,0,0,0,5798,1039,1,1,8,unimportant
11,1,0.144737,0.090909,0.610978,1.1899,0.258391,0,0.000296,0.00024,0.04972,0.049446,0,0,2258,587,1,3,14,unimportant
212,10,0.165109,0.192308,?,0.78131,0.183655,0.346574,0.015129,0.000546,0.280505,0,0,0,33976,2779,1,1,3,unimportant
19,3,0.240506,0.428571,0.966967,2.097957,0.314159,0.366204,0.000401,0.002363,0.076848,0.312836,0,1,2732,434,1,3,3,unimportant
20,3,0.169492,0.5,-0.300955,0.778743,0.302681,0.366204,0.000834,0.000693,0,0.069935,0,0,10219,1267,1,3,5,unimportant
13,1,0.309524,0.2,-0.375021,0.036847,0.289664,0,0.001137,0.001377,0.000522,0.146404,0,0,7153,1179,1,1,4,unimportant
10,6,0.25641,0.206897,-0.73253,1.733462,0.300958,0.346574,0.00037,0.000736,0,0.064973,0,0,7867,1589,1,6,6,unimportant
488,4,0.226031,0.266667,?,0.180354,0.157016,0.281168,0.011843,0.000624,0.257155,0,0,0,24787,2433,1,1,1,unimportant
25,4,0.153374,0.25,0.711508,1.855744,0.313229,0.281168,0.002083,0.001737,0.157555,0.212661,0,0,4641,902,1,1,11,unimportant
11,1,0.141026,0.5,-0.095368,0.483554,0.293628,0,0.000891,0.000482,0.045288,0.03859,0,0,4576,872,1,1,1,unimportant
106,9,0.147222,0.236842,?,0.743679,0.186283,0.303722,0.003599,0.000737,0.037112,0.016829,0,0,31751,3250,1,2,3,unimportant
10,1,0.104167,1,-0.142096,0.532136,0.272225,0,0.00068,0.000146,0,0,0,0,4359,1356,1,1,14,unimportant
292,5,0.199863,0.2,?,-0.121827,0.225569,0,0.006016,0.003129,0.086809,0.210949,0,0,41915,2948,1,1,1,unimportant
30,1,0.192308,0.125,0.586465,0.162085,0.209933,0,0.000985,0.000348,0,0,0,0,6311,1320,1,1,17,unimportant
407,34,0.142208,0.19209,2.150755,1.398104,0.184899,0.227061,0.018404,0.002607,0.284453,0.18153,1,1,62342,3429,1,1,2,unimportant
45,108,0.245902,0.382979,?,2.485077,0.208007,0.168131,0.001053,0.002816,0,0.188351,0,0,66782,5670,0,2,1,unimportant
24,6,0.140351,0.171429,0.731768,2.322291,0.20817,0.337135,0.001201,0.000883,0.064764,0.111091,0,0,4366,1308,1,2,3,unimportant
20,3,0.215054,0.176471,0.740141,1.819838,0.267512,0,0.000737,0.003521,0.04433,0.317635,0,0,3608,799,1,4,6,unimportant
32,3,0.152381,0.136364,1.001293,1.610987,0.262367,0.366204,0.002646,0.000378,0.23258,0.034456,0,0,4446,800,1,1,10,unimportant
11,3,0.129412,0.375,0.000664,1.678198,0.31159,0,0.001333,0.000356,0.127248,0.015125,0,0,4157,664,1,7,1,unimportant
27,1,0.175325,0.125,0.634965,0.315945,0.289622,0,0.003018,0.000718,0.18904,0.078928,0,0,5411,1111,1,1,24,unimportant
10,1,0.357143,1,0.234539,0.908771,0.305432,0,0.000145,0.000388,0,0.043719,0,0,2991,524,1,5,5,unimportant
11,3,0.141026,0.214286,-1.230036,0.447498,0.327741,0.318257,0.000668,0.00041,0,0,0,0,14232,1696,1,1,1,unimportant
13,1,0.265306,0.1,0.092219,0.504087,0.275564,0,0.000575,0.000362,0.020422,0.020113,0,1,4483,857,1,2,20,unimportant
