@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
1,1,1,0.5,0.885896,0.513435,0,0,0.000496,0.000113,0.106977,0,0,0,1483,414,1,39,12,important
3,2,0.272727,0.25,-0.20202,-0.979947,0.318257,0,0.000964,0.000984,0.047076,0.014926,0,0,13205,1248,1,2,4,important
3,1,0.25,0.5,1.333715,-0.137358,0.318257,0,0.000573,0.000102,0.070502,0,0,0,2843,947,1,2,45,important
1,2,0.2,0.181818,-0.495667,-0.174981,0,0.346574,0.000317,0.000408,0,0,0,0,5904,709,1,14,1,important
1,7,0.166667,0.233333,-1.45784,0.115609,0,0,0.000847,0.001046,0.010066,0.000211,0,0,15453,2327,1,1,1,important
1,3,0.166667,0.078947,-1.234098,-0.507947,0,0.318257,0.00037,0.000857,0,0,0,0,12355,1626,1,6,1,important
6,1,0.166667,0.125,1.423064,-0.741157,0.332415,0,0.002748,0.000092,0.251635,0,0,0,5200,991,1,11,7,important
1,1,1,0.333333,-1.467436,-1.839897,0,0,0.000215,0.000239,0,0,0,0,15602,1409,1,38,9,important
1,2,0.1,0.2,-0.831341,-0.510655,0,0,0.000107,0.000165,0,0,0,0,8259,781,1,7,2,important
18,1,0.159292,0.25,1.655869,-1.606964,0.241887,0,0.005439,0.00036,0.292942,0,0,0,12360,1984,1,2,12,important
1,12,0.2,0.5,0.592331,2.704776,0,0.240488,0.000461,0.001612,0.066547,0.212926,0,0,1989,528,1,3,2,important
1,2,0.2,0.285714,-1.781182,-1.460496,0,0,0.000097,0.000171,0,0,0,0,21352,1971,1,20,19,important
1,1,0.034483,0.5,-0.023493,-0.395954,0,0,0.000276,0.000298,0,0,0,1,3682,811,1,6,2,important
1,2,1,0.5,0.758791,1.079477,0,0.346574,0.000489,0.000223,0.098168,0,0,0,1684,347,1,3,18,important
3,3,0.428571,0.230769,0.530278,0.157817,0,0.366204,0.0006,0.000312,0.003472,0,0,0,6349,1197,1,1,19,important
3,3,0.075,0.25,-0.995148,-1.367609,0,0.318257,0.002186,0.00038,0.123541,0,0,1,29187,2525,1,5,1,important
1,3,0.2,0.214286,0.212497,0.938649,0,0,0.000482,0.000886,0.090593,0.156143,0,0,2908,480,1,5,2,important
2,5,0.4,0.277778,-0.149511,0.394319,0,0.316757,0.000606,0.002022,0,0.136102,0,0,8353,1572,1,10,5,important
2,2,0.666667,0.181818,-0.750682,-1.123143,0.346574,0.346574,0.000856,0.000638,0.026289,0,0,0,15238,1715,1,1,14,important
2,1,0.166667,0.5,1.367702,0.302094,0.346574,0,0.000779,0.000217,0.137193,0,0,0,1832,577,1,4,1,important
4,2,0.173913,0.5,0.095173,-0.970435,0.346574,0.346574,0.002125,0.000322,0.161779,0,0,0,13080,2106,1,1,15,important
2,6,0.4,0.6,0.873165,1.599317,0,0.289188,0.00041,0.000395,0.013081,0,0,0,3004,687,1,25,4,important
2,86,0.083333,0.413462,-1.291809,2.09693,0.346574,0.183671,0.001647,0.003334,0.095835,0.165534,0,0,26178,2458,1,2,2,important
16,2,0.115108,0.285714,0.876667,-1.575236,0.285819,0,0.001858,0.000215,0.109486,0,0,1,23948,2792,1,1,2,important
2,1,0.086957,1,-0.520591,-1.586199,0,0,0.000308,0.000317,0,0,0,0,12106,1255,1,5,4,important
2,1,0.4,0.333333,-0.971329,-2.036937,0.346574,0,0.000423,0.000052,0,0,0,0,19000,2486,1,11,27,important
2,4,0.222222,0.4,0.405536,0.726222,0,0.281168,0.000241,0.00063,0,0.020105,0,0,4795,926,1,2,4,important
47,4,0.131285,0.5,2.003526,-0.832789,0.216559,0.281168,0.008149,0.001498,0.339365,0.049798,0,0,22796,2200,1,1,2,important
1,4,0.142857,0.121212,0.364873,1.378706,0,0.346574,0.000164,0.001235,0,0.205155,0,0,2497,465,1,6,2,important
3,2,0.096774,0.133333,-1.188052,-1.965978,0.366204,0,0.000805,0.000521,0,0,0,0,35397,2928,1,4,1,important
1,10,0.111111,0.212766,-0.056616,1.873508,0,0.245506,0.000149,0.001787,0,0.215702,0,1,3806,804,1,5,1,important
242,1,0.168172,1,3.343694,-2.517705,0.101615,0,0.032859,0.000076,0.524857,0,0,0,30729,2602,1,1,16,important
2,3,0.153846,0.272727,-1.42922,-1.396216,0.346574,0.318257,0.001338,0.000276,0.050933,0,0,0,30034,3194,1,27,7,important
2,4,0.2,0.210526,0.539694,0.86038,0.346574,0.346574,0.000236,0.000443,0,0,0,0,4193,1249,1,1,1,important
5,17,0.192308,0.21519,0.587916,1.439231,0.333045,0.302721,0.000839,0.002886,0.04316,0.19838,0,0,9989,1150,1,4,2,important
1,1,0.166667,0.5,2.224139,1.851678,0,0,0.00019,0.000248,0.121786,0.14726,0,0,389,156,1,4,13,important
4,2,0.363636,0.4,0.677425,-0.388184,0.346574,0,0.000613,0.000238,0.009703,0,0,0,7307,1092,1,1,18,important
1,2,0.2,0.4,-0.926882,-0.606196,0,0,0.000088,0.000563,0,0,0,0,9087,1532,0,4,3,important
3,1,0.107143,0.125,0.166681,-1.304392,0.318257,0,0.002034,0.000076,0.17934,0,0,0,9133,1266,1,7,2,important
1,6,0.142857,0.375,-1.849644,-0.430346,0,0,0.00018,0.00048,0,0,0,1,22865,3003,1,23,18,important
4,3,0.210526,1,1.501545,0.841402,0.281168,0,0.000544,0.000394,0.049675,0,0,0,3205,875,1,3,23,important
3,8,0.130435,0.307692,0.366342,0.974711,0.366204,0.245207,0.001008,0.001364,0.095726,0.114222,0,0,7480,1054,1,3,11,important
3,2,0.130435,0.142857,1.002331,0.224405,0.318257,0,0.000687,0.000496,0.083265,0.024063,0,0,3960,709,1,8,3,important
14,1,0.285714,0.333333,2.072299,-0.939219,0.276824,0,0.002147,0.000317,0.19397,0,0,0,6339,1243,1,2,24,important
5,11,0.555556,0.268293,0.763792,1.179788,0.333045,0,0.000106,0.001395,0,0.108828,0,0,8378,901,1,1,4,important
1,1,0.166667,1,-0.724755,-1.097216,0,0,0.000322,0.000247,0,0,0,0,7424,1552,1,8,28,important
52,4,0.234234,0.222222,-0.046995,?,0.220354,0,0.001215,0.000221,0.011054,0,0,0,196017,6099,1,1,1,important
11,2,0.129412,0.111111,1.558715,-0.518494,0.331641,0,0.004075,0.000605,0.263275,0,0,0,8324,1887,1,2,5,important
3,132,0.107143,0.285097,-0.765879,2.64585,0.318257,0.135218,0.000478,0.007645,0,0.288943,0,0,23207,2568,1,4,1,important
11,1,0.148649,0.25,-0.378767,-3.149124,0.29213,0,0.000992,0.000226,0,0,0,0,57779,2971,1,1,16,important
1,2,1,0.285714,-0.908781,-0.588095,0,0,0.0004,0.000654,0,0,0,0,8924,1553,1,1,4,important
1,2,0.25,0.4,1.7759,2.096586,0,0.346574,0.000189,0.000124,0.114424,0.068041,0,1,609,230,1,11,9,important
656,20,0.143545,0.338983,4.290128,0.427238,0.094401,0,0.034825,0.000537,0.527861,0,0,0,32330,2696,1,1,3,important
2,2,0.117647,0.5,-0.093753,-0.466214,0,0.346574,0.002097,0.000545,0.188166,0,0,0,7900,1423,1,3,13,important
4,4,0.210526,0.363636,0.135024,-0.237437,0.346574,0.346574,0.000492,0.000385,0,0,0,0,12569,1529,1,2,14,important
18,4,0.126761,0.444444,0.125881,-1.750658,0.311275,0,0.001978,0.000439,0.099504,0,0,0,57080,3587,1,1,1,important
6,1,0.25,0.5,-0.64589,-2.810111,0.289188,0,0.002339,0.000091,0.129102,0,0,0,41166,2266,1,1,2,important
2,7,0.333333,0.7,1.793292,2.673594,0.346574,0.205058,0.000332,0.001133,0.061434,0.200987,0,0,1197,533,1,2,4,important
3,1,0.6,0.1,0.978131,-0.492942,0,0,0.000772,0.000189,0.083331,0,0,0,4057,918,1,7,2,important
1,33,0.090909,0.157143,-1.823053,1.300993,0,0.168115,0.000163,0.002321,0,0.110381,0,0,22265,1791,1,3,1,important
1,19,0.090909,0.358491,-1.128692,1.443285,0,0.178888,0.000151,0.001245,0,0.044198,0,0,11119,1548,1,3,4,important
1,3,0.5,0.5,-2.434341,-1.708189,0,0.318257,0.00039,0.000417,0,0,0,0,41030,3101,1,13,9,important
3,2,0.375,0.2,-0.557991,-1.335917,0.366204,0,0.000423,0.00023,0,0,0,0,18851,2044,1,2,3,important
1,7,0.2,0.411765,-0.450276,1.123173,0,0.205058,0.000822,0.001356,0.053554,0.098787,0,0,5642,1443,1,14,1,important
6,2,0.206897,1,1.352534,-0.11854,0.225281,0,0.001088,0.00009,0.118572,0,0,0,5580,1244,1,14,4,important
2,3,0.222222,0.214286,-0.765922,-0.732918,0,0.318257,0.000251,0.000407,0,0,1,1,15472,1851,1,5,4,important
1,1,0.142857,0.2,0.042169,-0.330293,0,0,0.000148,0.000209,0,0,0,1,3448,625,1,6,2,important
1,4,0.125,0.307692,-1.33385,-0.320017,0,0.346574,0.000664,0.000299,0.010938,0,0,1,13651,1312,1,5,1,important
1,1,0.125,0.076923,-0.188142,-0.560603,0,0,0.00029,0.000515,0,0.047065,1,1,4341,850,1,7,15,important
1,3,0.090909,0.25,1.696995,2.423146,0,0,0.000188,0.000369,0.105681,0.174196,0,0,659,198,1,4,2,important
7,2,0.241379,0.285714,0.977216,-0.648008,0.291311,0.346574,0.001476,0.000333,0.111977,0,0,0,9475,2159,1,1,15,important
7,4,0.179487,0.666667,0.589892,-0.342185,0.341454,0.281168,0.001038,0.000384,0.039932,0,0,0,13957,1797,1,10,6,important
2,1,0.105263,0.125,-0.80428,-1.869888,0.346574,0,0.002252,0.000446,0.155905,0,0,0,16077,1907,1,4,32,important
1,1,1,0.166667,1.349313,0.976852,0,0,0.000182,0.00012,0.058465,0.009151,0,1,933,268,1,39,4,important
2,5,0.1,0.263158,-2.205254,-1.661424,0,0.250201,0.000523,0.000226,0,0,0,0,65259,3980,1,7,6,important
5,9,0.185185,0.214286,-0.67985,-0.464525,0.333045,0.343481,0.001604,0.00054,0.07946,0,0,0,35490,2692,1,7,1,important
2,5,0.142857,0.5,0.919844,1.463674,0.346574,0,0.001061,0.000744,0.166758,0.110193,0,0,2867,594,1,1,1,important
2,5,0.285714,0.277778,0.685532,1.229361,0,0.250201,0.000137,0.001487,0,0.169378,0,0,3624,721,1,3,7,important
5,2,0.238095,0.222222,-0.421398,-1.710149,0.316757,0.346574,0.001189,0.00022,0.035974,0,0,0,27407,2116,1,1,2,important
4,8,0.235294,0.5,0.87034,1.191026,0.281168,0.281168,0.000486,0.000996,0.007299,0.086024,0,0,6025,921,1,2,1,important
2,460,0.111111,0.436019,-1.765416,3.300202,0,0.014491,0.000481,0.017222,0,0.391642,0,0,42036,2667,1,3,1,important
12,1,0.125,0.333333,0.267363,-2.590005,0.284826,0,0.001854,0.000043,0.109095,0,0,0,33033,2229,1,3,20,important
3,1,0.12,0.25,0.896062,-0.575011,0.366204,0,0.000489,0.000091,0.010049,0,0,0,4404,717,1,9,21,important
1,2,0.071429,0.285714,0.219745,0.540431,0,0,0.00268,0.000314,0.279396,0,0,0,2887,637,1,8,3,important
1,2,0.166667,0.2,-0.036177,0.284509,0,0.346574,0.000267,0.000292,0,0,0,1,3729,806,1,2,19,important
1,2,1,0.105263,-0.441732,-0.121046,0,0,0.000829,0.000533,0.077061,0,0,0,5594,910,1,3,7,important
3,5,0.176471,0.384615,0.502628,0.640992,0.318257,0.35164,0.000294,0.000461,0,0,0,0,6527,1268,1,1,13,important
3,1,0.6,1,1.883269,0.412196,0.366204,0,0.001275,0.00011,0.206091,0,0,0,1641,436,1,6,16,important
8,1,0.131148,0.166667,0.493098,-1.958805,0.360732,0,0.001895,0.000055,0.129471,0,0,0,17572,1668,1,1,6,important
4,1,0.148148,1,-0.023425,-1.782181,0.346574,0,0.00156,0.000171,0.103415,0,0,0,14727,1980,1,9,22,important
4,1,0.095238,1,0.013368,-1.745388,0.346574,0,0.002453,0.00014,0.194272,0,0,0,14195,1902,1,4,8,important
1,1,0.333333,0.5,0.587316,0.214855,0,0,0.000329,0.000113,0.055606,0,0,0,1999,403,1,5,6,important
2,1,0.105263,0.333333,2.449534,1.383926,0,0,0.000732,0.000121,0.2174,0.016299,0,0,621,233,1,7,7,important
32,6,0.192771,0.461538,-0.170289,-2.216726,0.254033,0,0.002075,0.00013,0.092896,0,0,0,136454,4722,1,1,3,important
1,9,0.083333,0.225,-0.105331,1.719432,0,0.264853,0.000793,0.00135,0.092901,0.147014,0,1,3996,730,1,4,2,important
3,1,0.230769,0.333333,-0.158766,-1.629839,0.318257,0,0.000469,0.000192,0,0,0,0,12646,1602,1,11,2,important
4,2,0.16,0.166667,-0.825907,-1.891516,0.346574,0,0.000641,0.000288,0,0,0,0,32857,3374,1,2,2,important
8,1,0.186047,1,-0.411216,-2.863119,0.281168,0,0.003275,0.00021,0.171569,0,0,0,43407,3610,1,1,2,important
18,8,0.24,0.096386,0.235338,-0.948054,0.269708,0,0.000949,0.002196,0,0.060457,0,0,51162,2797,1,1,1,important
1,1,0.111111,1,-0.542002,-0.914464,0,0,0.000517,0.00008,0,0,0,1,6184,1043,1,4,1,important
2,1,0.142857,0.5,-2.007095,-3.072703,0,0,0.000357,0.000051,0,0,0,1,53528,3347,1,5,11,important
4,3,0.166667,0.157895,0.704896,0.044752,0.346574,0,0.000781,0.000424,0.058405,0,0,0,7109,1142,1,7,16,important
7,1,0.25,0.5,1.378679,-0.939692,0.318567,0,0.001595,0.000164,0.154787,0,0,0,6342,1119,1,4,12,important
1,1,0.333333,0.25,0.516357,0.143896,0,0,0.000155,0.000324,0,0.014341,0,1,2146,537,1,10,13,important
1,1,0.166667,1,0.475722,0.103261,0,0,0.000298,0.00021,0,0,0,0,2235,598,1,1,7,important
1,7,0.2,0.318182,-1.427954,0.145495,0,0,0.000316,0.000699,0,0,0,1,14998,2774,1,25,11,important
14,2,0.205882,0.142857,1.221559,-1.096812,0.318567,0.346574,0.001706,0.000414,0.12041,0,0,0,14842,1920,1,3,4,important
1,4,0.066667,0.129032,-2.381211,-1.367378,0,0.346574,0.00032,0.00042,0,0,0,0,38907,2705,1,9,1,important
1,13,0.166667,0.191176,-1.768125,0.424364,0,0.333139,0.000233,0.000652,0,0,0,0,21075,2201,1,7,2,important
3,6,0.272727,0.26087,-0.035104,0.285582,0.366204,0.225281,0.000821,0.000678,0.016272,0,0,0,11175,1788,1,2,4,important
17,1,0.118056,0.2,3.600353,0.394678,0.240666,0,0.007861,0.000113,0.439948,0,0,0,1670,559,1,1,12,important
12,8,0.210526,0.205128,-1.107048,-1.884974,0.268785,0.330782,0.000525,0.000642,0,0,0,0,130571,6640,1,1,1,important
8,1,0.186047,0.071429,-0.337716,-2.789619,0.298835,0,0.00118,0.000263,0.026639,0,0,0,40331,2771,1,6,10,important
3,10,0.375,0.625,-0.66447,0.167042,0.318257,0.250201,0.000192,0.001018,0,0,0,0,20969,2054,1,1,4,important
4,6,0.266667,0.272727,-0.798666,-0.765662,0.346574,0.225281,0.000994,0.000371,0.009825,0,0,0,31974,2703,1,7,16,important
5,3,0.3125,0.375,2.938591,2.055304,0.316757,0,0.001048,0.000351,0.224243,0.092836,0,0,952,330,1,2,6,important
4,1,0.065574,0.071429,0.51403,-1.244725,0.346574,0,0.000731,0.000181,0.064713,0,0,0,8604,1115,1,2,14,important
20,2,0.273973,0.25,1.05802,-1.617026,0.25363,0,0.003356,0.000325,0.194013,0,0,0,24970,1226,1,1,1,important
2,2,0.222222,1,-1.33363,-1.706091,0.346574,0,0.001424,0.000356,0.072117,0,0,0,27296,3012,1,1,3,important
26,4,0.5,0.571429,2.151501,-0.092762,0.274191,0.346574,0.002304,0.000734,0.178118,0,0,0,10876,1378,1,1,9,important
4,568,0.363636,0.523502,-0.558044,4.025322,0.281168,0.008615,0.000345,0.018784,0,0.423071,0,0,25136,2446,1,2,1,important
1,7,0.166667,0.411765,0.531381,2.10483,0,0.205058,0.000153,0.001284,0,0.18249,0,0,2114,564,1,3,6,important
3,2,0.25,0.142857,-0.264047,-1.041973,0.318257,0.346574,0.000618,0.000211,0,0,0,0,14050,2168,1,1,1,important
4,19,0.173913,0.267606,-0.499133,0.68655,0.346574,0.311827,0.001151,0.001239,0.04747,0.015459,0,0,23698,2497,1,4,1,important
2,2,0.064516,0.181818,0.60855,0.236089,0,0,0.000295,0.000313,0,0,0,0,3914,650,1,1,1,important
1,1,0.142857,0.333333,-0.364456,-0.736917,0,0,0.000384,0.000094,0,0,0,0,5178,607,1,11,16,important
3,2,0.2,0.166667,1.31111,0.533183,0.366204,0,0.001065,0.000213,0.168415,0,0,0,2908,668,1,3,11,important
1,2,1,1,2.538744,2.85943,0,0,0.000191,0.000497,0.131903,0.227731,0,0,284,125,1,8,9,important
1,1,0.333333,0.25,-1.927366,-2.299828,0,0,0.000233,0.000247,0,0,0,0,24713,2386,1,4,13,important
1,1,0.5,0.090909,0.047694,-0.324767,0,0,0.000139,0.0002,0,0,0,0,3429,759,1,21,22,important
3,1,0.073171,0.052632,0.687926,-0.783147,0,0,0.001323,0.00018,0.144936,0,0,0,5423,1069,1,9,7,important
2,17,0.333333,0.191011,0.386327,2.153932,0,0.289573,0.000129,0.002179,0,0.206068,0,0,4888,813,1,23,2,important
2,1,0.25,1,-1.281171,-2.34678,0.346574,0,0.000085,0.000302,0,0,0,0,25901,2112,1,11,8,important
2,1,0.125,0.5,1.144558,0.07895,0.346574,0,0.000315,0.000109,0.028685,0,0,0,2290,668,1,3,13,important
1,4,0.5,0.25,-1.132104,-0.118271,0,0.281168,0.001712,0.00045,0.151297,0,0,0,11157,1228,1,1,7,important
1,3,0.071429,0.2,-1.715119,-0.988968,0,0,0.000961,0.000257,0.023328,0,0,0,19987,2260,1,11,17,important
1,2,0.2,0.222222,1.367702,1.688388,0,0,0.000186,0.000122,0.087032,0.039215,0,0,916,197,1,2,2,important
1,1,0.058824,1,-1.564772,-1.937233,0,0,0.000797,0.00006,0.009458,0,0,0,17197,2049,1,6,1,important
18,2,0.122449,1,1.243845,-1.32584,0.243281,0.346574,0.005525,0.000585,0.284409,0,0,1,18662,2233,1,1,8,important
