@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
1,1,0.2,0.333333,-1.654691,-1.408359,0,0,0.000515,0.00019,0,0,0,0,18815,3190,1,6,8,important
1,1,0.166667,0.5,-1.45784,-1.211508,0,0,0.000847,0.000199,0.010066,0,0,0,15453,2327,1,1,20,important
5,2,0.625,0.4,2.780546,2.110588,0.316757,0.346574,0.00034,0.000356,0.07649,0.083242,0,0,1115,403,1,5,11,important
4,5,0.363636,0.357143,0.119159,0.588634,0.346574,0.316757,0.000655,0.000667,0,0,0,0,12770,2005,1,2,10,important
9,2,0.176471,0.2,?,-3.528025,0,0.346574,0.000725,0.00111,0,0.003722,0,0,313396,4576,1,3,10,important
1,1,0.125,0.333333,0.288194,0.534526,0,0,0.00061,0.000159,0.098831,0,0,0,2696,596,1,3,30,important
5,3,0.238095,0.25,2.560097,2.295604,0.35164,0,0.000825,0.001038,0.167426,0.196296,0,0,1390,441,1,2,1,important
1,8,0.0625,0.25,0.643386,2.96916,0,0,0.000322,0.005249,0.04166,0.384383,0,0,1890,434,1,6,9,important
1,1,0.2,0.5,-2.917043,-2.670711,0,0,0.000167,0.000105,0,0,0,0,66487,2881,1,1,20,important
1,3,1,0.3,-1.704456,-0.359511,0,0.318257,0.00083,0.000325,0.005604,0,0,0,19775,1476,1,22,3,important
3,2,0.125,0.222222,-0.1646,-0.323733,0.366204,0.346574,0.002036,0.000296,0.148356,0,0,0,12720,1103,1,1,2,important
5,1,0.25,0.25,1.438021,0.074916,0.333045,0,0.001596,0.000138,0.188063,0,0,0,4269,921,1,1,32,important
16,2,0.421053,0.285714,4.348266,2.515157,0.249869,0,0.003434,0.000379,0.377562,0.132498,0,0,744,264,1,7,9,important
18,1,0.159292,0.076923,1.655869,-0.98817,0.241887,0,0.005439,0.000221,0.292942,0,0,0,12360,1984,1,2,4,important
8,4,0.126984,0.363636,0.455185,0.00837,0.313871,0,0.001481,0.000343,0.095215,0,0,0,18251,1914,1,1,1,important
1,3,0.111111,0.157895,-0.964039,0.380905,0,0.318257,0.000411,0.000528,0,0,1,1,9431,1193,1,2,1,important
1,1,1,1,-0.923796,-0.677464,0,0,0.000706,0.00009,0.011192,0,0,0,9059,1799,1,1,49,important
3,1,0.272727,0.5,-0.354298,-1.206578,0.318257,0,0.000724,0.00067,0,0,0,0,15377,2257,1,4,13,important
2,1,0.181818,1,0.125443,-0.321372,0.346574,0,0.000753,0.000222,0.047552,0,0,0,6345,1581,1,1,3,important
16,3,0.132231,0.3,0.392355,-1.03529,0.258425,0,0.002417,0.000626,0.134972,0,0,0,38869,3275,1,1,2,important
3,2,0.428571,1,0.530278,0.371145,0,0,0.0006,0.000206,0.003472,0,0,0,6349,1197,1,1,32,important
1,2,0.125,1,-0.824781,0.114699,0,0,0.000099,0.000204,0,0,0,0,8205,1226,1,6,16,important
3,1,0.107143,0.25,0.432522,-0.419758,0,0,0.000958,0.00011,0.08107,0,0,0,7001,1359,1,10,19,important
3,1,0.075,0.142857,-0.995148,-1.847428,0,0,0.002186,0.000155,0.123541,0,0,1,29187,2525,1,5,2,important
1,2,0.076923,0.25,-0.703656,0.235824,0,0,0.000601,0.002787,0.003768,0.233112,0,0,7269,1180,1,3,3,important
1,1,0.083333,0.5,-0.04605,0.200282,0,0,0.000268,0.000139,0,0,0,1,3766,833,1,8,16,important
2,2,0.4,0.285714,-0.149511,0.096822,0,0.346574,0.000606,0.000443,0,0,0,0,8353,1572,1,10,18,important
15,1,0.12,0.25,0.155445,-2.306273,0.272489,0,0.001459,0.000272,0.053753,0,0,0,46181,4009,1,2,15,important
3,1,0.214286,0.166667,0.440409,-0.411871,0.366204,0,0.000726,0.000107,0.036726,0,0,0,6946,1498,1,10,29,important
8,11,0.16,0.366667,1.072746,1.637532,0.360732,0.305488,0.001426,0.002108,0.103556,0.165114,0,0,9842,2097,1,1,5,important
4,1,0.117647,1,0.881522,-0.25844,0.346574,0,0.001085,0.000447,0.101661,0,0,0,5958,897,1,9,14,important
7,3,0.21875,0.333333,0.570099,-0.030866,0.359664,0,0.000985,0.000401,0.033094,0,0,0,14236,1965,1,3,1,important
1,7,0.142857,0.28,-0.366193,1.82605,0,0.341454,0.000221,0.002056,0,0.199733,0,0,5187,1085,1,7,2,important
1,2,0.25,0.166667,1.212304,2.151784,0,0.346574,0.000173,0.000546,0.010624,0.144886,0,0,1070,251,1,5,10,important
2,2,0.4,0.5,0.273832,0.520164,0.346574,0.346574,0.000215,0.000664,0,0.033078,0,0,5470,818,1,13,6,important
1,1,0.125,0.125,1.527143,1.773475,0,0,0.00037,0.000195,0.15465,0.08594,0,0,781,201,1,17,33,important
2,1,0.083333,0.25,-1.291809,-1.738624,0.346574,0,0.001647,0.000269,0.095835,0,0,0,26178,2458,1,2,22,important
1,1,1,0.333333,-1.524972,-1.27864,0,0,0.000131,0.0002,0,0,0,0,16526,1119,1,2,8,important
16,1,0.115108,0.25,0.876667,-1.64959,0.285819,0,0.001858,0.000099,0.109486,0,0,1,23948,2792,1,1,7,important
2,15,0.086957,0.441176,-0.520591,1.740644,0,0.289958,0.000308,0.001972,0,0.152917,0,0,12106,1255,1,5,11,important
3,1,0.125,0.25,-0.059589,-0.911869,0,0,0.000354,0.000244,0,0,0,0,11452,955,1,3,2,important
1,1,0.142857,0.166667,0.580834,0.827166,0,0,0.000155,0.000324,0,0.026686,0,0,2012,443,1,8,16,important
1,1,1,1,1.941611,2.187944,0,0,0.000188,0.000198,0.099236,0.105286,0,0,516,142,1,1,35,important
3,2,0.096774,0.222222,-1.188052,-1.347185,0.366204,0.346574,0.000805,0.000237,0,0,0,0,35397,2928,1,4,10,important
242,1,0.168172,0.333333,3.343694,-1.898912,0.105192,0,0.032859,0.000217,0.524857,0,0,0,30729,2602,1,1,53,important
2,4,0.166667,0.444444,-1.138091,-0.198612,0.346574,0.346574,0.000337,0.000635,0,0,0,0,22448,2064,1,3,3,important
2,3,0.153846,0.25,-1.42922,-0.777423,0.346574,0.318257,0.001338,0.000425,0.050933,0,0,0,30034,3194,1,27,2,important
10,2,0.149254,0.117647,-0.474441,-1.837546,0.271847,0,0.001209,0.000183,0.028786,0,0,0,57800,2904,1,1,15,important
3,10,0.5,0.196078,-1.66082,-0.210515,0.318257,0.213011,0.000289,0.000583,0,0,0,0,56792,3324,1,4,13,important
1,1,1,0.083333,0.126547,0.372879,0,0,0.001379,0.001291,0.176168,0.169785,0,0,3169,894,1,10,26,important
16,2,0.275862,0.333333,2.684931,0.851821,0.330782,0,0.002348,0.00027,0.23665,0,0,0,3926,793,1,2,2,important
19,16,0.145038,0.25,-0.717783,-0.643301,0.266837,0,0.000675,0.000423,0,0,0,0,140076,4021,1,1,1,important
5,5,0.227273,0.131579,-1.471772,-1.22544,0.35164,0,0.000309,0.000822,0,0,0,0,78349,4179,1,4,10,important
2,11,0.181818,0.261905,-0.732203,1.218877,0.346574,0.152318,0.000425,0.000784,0,0.027045,0,1,14959,1337,1,15,3,important
2,1,0.125,0.333333,0.42109,-0.025725,0.346574,0,0.001323,0.000137,0.161843,0,0,0,4721,1205,1,5,10,important
1,1,0.2,0.111111,0.417073,0.663405,0,0,0.000155,0.00065,0,0.115154,0,1,2370,584,1,21,30,important
1,1,0.1,0.125,-2.941719,-2.695387,0,0,0.000233,0.000281,0,0,0,0,68148,2952,1,10,16,important
1,2,0.1,0.166667,-1.18355,-0.24407,0,0,0.000149,0.000456,0,0,0,0,11746,2085,1,7,8,important
1,1,0.142857,1,-1.849644,-1.603312,0,0,0.00018,0.000137,0,0,0,1,22865,3003,1,23,5,important
4,5,0.210526,0.714286,1.501545,1.971021,0.281168,0.250201,0.000544,0.000991,0.049675,0.131878,0,0,3205,875,1,3,7,important
2,1,0.133333,0.25,-1.132283,-1.579098,0,0,0.000764,0.000443,0,0,0,1,22318,2330,1,5,10,important
1,1,0.5,0.5,-0.611038,-0.364706,0,0,0.00052,0.000321,0,0,0,1,6626,932,1,22,3,important
1,1,0.333333,0.111111,-0.342391,-0.096059,0,0,0.000749,0.000129,0.072948,0,0,0,5065,1079,1,18,9,important
4,1,0.235294,0.25,3.089377,1.949415,0.346574,0,0.000549,0.000385,0.185638,0.147408,0,0,655,212,1,10,11,important
1,1,0.166667,0.5,-0.724755,-0.478423,0,0,0.000322,0.000664,0,0.033143,0,0,7424,1552,1,8,7,important
1,1,0.25,0.5,0.76236,1.008693,0,0,0.000335,0.000528,0.067729,0.122859,0,0,1678,545,1,25,1,important
2,1,0.333333,0.333333,0.741133,0.294318,0.346574,0,0.000568,0.000148,0.067304,0,1,1,3428,734,1,7,21,important
3,2,0.1875,0.5,0.827826,0.668693,0.366204,0,0.000471,0.000122,0,0,0,0,4715,991,1,2,4,important
163,2,0.463068,0.4,3.870885,-0.283386,0.158809,0.346574,0.007846,0.00051,0.346044,0,0,0,12217,1846,1,1,17,important
17,4,0.140496,0.5,2.164128,0.963541,0.251554,0.346574,0.003412,0.000377,0.249042,0,0,0,7022,1826,1,1,2,important
2,2,0.222222,0.4,2.570947,2.817279,0.346574,0.346574,0.00037,0.00078,0.153536,0.234715,0,0,550,244,1,3,3,important
1,6,0.333333,0.375,-3.076015,-1.037923,0,0.318257,0.000053,0.000282,0,0,0,0,77943,2797,1,28,3,important
1,5,0.066667,0.151515,1.636638,3.492408,0,0.333045,0.000747,0.002566,0.240499,0.372129,0,0,700,279,1,5,2,important
52,21,0.234234,0.185841,-0.046995,-0.707384,0.220354,0,0.001215,0.001147,0.011054,0.010635,0,0,196017,6099,1,1,1,important
4,10,0.571429,0.344828,0.700545,1.863168,0.281168,0.267273,0.000383,0.002068,0,0.183162,0,0,7140,1958,1,1,4,important
3,10,0.107143,0.25,-0.765879,0.684426,0.318257,0.26824,0.000478,0.000873,0,0.003236,0,0,23207,2568,1,4,5,important
6,6,0.315789,0.857143,2.068887,2.315219,0.289188,0.225281,0.001283,0.001039,0.17438,0.149023,0,0,2726,668,1,6,1,important
1,3,0.5,0.25,-0.990512,0.354432,0,0,0.000178,0.000366,0,0,0,0,9684,1491,1,7,7,important
1,4,0.142857,0.125,-1.923637,-0.29101,0,0.346574,0.000227,0.000461,0,0,0,0,24621,2118,1,1,20,important
1,1,0.2,0.5,1.077839,1.324171,0,0,0.000171,0.000358,0,0.086552,0,0,1224,316,1,3,14,important
1,1,0.111111,0.142857,-2.013018,-1.766686,0,0,0.00061,0.000781,0,0,0,0,26923,1984,1,11,19,important
4,1,0.142857,0.166667,0.015483,-1.124479,0.346574,0,0.000835,0.000698,0.020361,0,0,0,14165,1469,1,3,11,important
12,2,0.184615,0.153846,0.537589,-1.007838,0.285927,0,0.002231,0.000122,0.148107,0,0,0,25211,1929,1,6,2,important
1,1,1,1,-0.908781,-0.662449,0,0,0.0004,0.000082,0,0,0,0,8924,1553,1,1,18,important
1,1,0.2,0.5,0.619339,0.865671,0,0,0.000309,0.000484,0.017843,0.075923,0,0,1936,602,1,6,30,important
3,1,0.214286,0.25,-0.619754,-1.472034,0.366204,0,0.00083,0.000281,0,0,0,0,20052,2462,1,4,14,important
1,3,0.333333,0.115385,0.071003,1.415947,0,0.318257,0.001394,0.001295,0.207799,0.200206,0,0,3350,765,1,2,10,important
4,1,0.210526,0.111111,0.135024,-1.004938,0.346574,0,0.000492,0.000202,0,0,0,0,12569,1529,1,2,19,important
2,1,0.285714,0.166667,-1.710706,-2.157521,0,0,0.000496,0.000424,0,0,0,0,39798,1732,1,2,13,important
18,1,0.126761,0.333333,0.125881,-2.518159,0.311275,0,0.001978,0.000308,0.099504,0,0,0,57080,3587,1,1,15,important
1,1,0.25,1,0.481105,0.727438,0,0,0.000158,0.000332,0,0.039722,0,0,2223,417,1,2,11,important
1,1,0.333333,0.5,-1.455313,-1.208981,0,0,0.000893,0.000228,0.028409,0,0,0,15414,2476,1,4,31,important
1,1,0.25,0.333333,-0.856449,-0.610117,0,0,0.000663,0.000194,0.010538,0,0,0,8469,1157,1,6,12,important
1,1,0.1,0.25,-1.520666,-1.274334,0,0,0.001617,0.000329,0.105246,0,0,0,16455,2347,1,9,12,important
4,1,0.114286,0.071429,-0.347266,-1.487228,0.346574,0,0.001787,0.000139,0.100736,0,0,0,20359,2783,1,3,4,important
3,1,0.25,1,2.372593,1.520313,0,0,0.000862,0.000362,0.194158,0.09394,0,0,1006,456,1,2,36,important
1,7,0.090909,0.411765,-1.823053,0.369189,0,0.205058,0.000163,0.00072,0,0,0,0,22265,1791,1,3,3,important
2,1,0.142857,0.333333,1.766096,1.319281,0.346574,0,0.000512,0.000359,0.128581,0.087673,0,0,1230,382,1,6,2,important
1,2,0.090909,1,-1.128692,-0.189213,0,0,0.000151,0.000462,0,0,0,0,11119,1548,1,3,2,important
1,4,0.166667,0.210526,-0.156073,1.476553,0,0.346574,0.000256,0.001064,0,0.129233,0,0,4204,722,1,14,2,important
1,1,0.5,0.2,-2.492223,-2.245891,0,0,0.000452,0.000061,0,0,0,0,43475,2917,1,27,21,important
1,5,0.1,0.166667,-0.361555,1.494215,0,0.250201,0.000124,0.002956,0,0.263927,0,0,5163,919,1,9,6,important
1,2,0.111111,0.25,-0.397881,0.541598,0,0,0.000263,0.00041,0,0.005676,0,0,5354,980,1,5,9,important
2,1,0.4,0.166667,1.53421,1.087395,0,0,0.000833,0.000349,0.172915,0.070054,0,0,1551,277,1,1,9,important
2,3,0.333333,0.214286,-1.144795,-0.492998,0.346574,0,0.000696,0.000163,0,0,0,0,22599,2362,1,4,11,important
4,1,0.2,0.111111,1.472335,0.332373,0.281168,0,0.000435,0.000151,0.038808,0,0,1,3300,604,1,6,26,important
41,1,0.152985,0.5,1.611588,-1.855651,0.210605,0,0.004226,0.000039,0.220903,0,0,0,29428,2714,1,1,12,important
1,1,0.142857,0.25,-1.223684,-0.977351,0,0,0.000583,0.000426,0,0,0,0,12227,2122,0,20,18,important
8,5,0.2,0.178571,1.053724,0.830053,0,0.333045,0.001441,0.000694,0.112066,0.008789,0,0,10031,1471,1,1,1,important
2,11,0.105263,0.203704,-0.80428,1.146801,0.346574,0.258909,0.002252,0.002024,0.155905,0.144611,0,0,16077,1907,1,4,1,important
2,1,0.666667,0.5,2.186303,1.739488,0,0,0.00106,0.000186,0.232596,0.034675,0,0,808,279,1,1,27,important
4,1,0.137931,0.25,-0.630135,-1.770097,0.346574,0,0.000565,0.000748,0,0,0,0,27015,2031,1,5,21,important
2,5,0.1,0.227273,-2.205254,-1.042631,0,0.35164,0.000523,0.000614,0,0,0,0,65259,3980,1,7,1,important
1,1,0.2,0.5,-0.008443,0.237889,0,0,0.000431,0.000598,0.03434,0.079234,0,0,3627,771,1,14,31,important
13,8,0.141304,0.363636,0.853389,0.614213,0.312991,0,0.001628,0.000929,0.091982,0.015083,0,0,19916,2817,1,1,3,important
11,4,0.215686,0.25,-0.702429,-1.467698,0.323636,0,0.001141,0.00053,0.009074,0,0,0,79861,4432,1,1,10,important
5,2,0.238095,0.25,-0.421398,-1.091356,0.316757,0.346574,0.001189,0.000166,0.035974,0,0,0,27407,2116,1,1,3,important
59,2,0.119192,0.5,2.125314,-1.012744,0.201073,0,0.00907,0.000342,0.337011,0,0,0,25335,2893,1,1,6,important
2,1,0.133333,1,1.090997,0.644182,0.346574,0,0.00062,0.000648,0.106533,0.113701,0,0,2416,760,1,18,48,important
1,3,0.2,0.428571,0.942777,2.287721,0,0.318257,0.000164,0.000862,0,0.172741,0,0,1401,382,1,12,20,important
1,2,0.111111,0.285714,-0.014216,0.925263,0,0,0.000135,0.00042,0,0.015273,0,0,3648,785,1,17,2,important
10,3,0.526316,0.428571,-0.417266,-1.374907,0.319964,0.366204,0.000392,0.000418,0,0,0,0,54588,3114,1,2,8,important
1,9,0.5,0.375,-1.172765,1.270792,0,0.321654,0.000227,0.002086,0,0.159389,0,0,11620,1934,1,5,1,important
19,1,0.145038,1,0.237587,-2.46052,0.259593,0,0.002224,0.000068,0.112238,0,0,0,53883,4306,1,1,7,important
1,50,0.142857,0.276243,0.247134,4.40549,0,0.107919,0.00028,0.010293,0,0.445411,0,0,2809,799,1,28,1,important
6,3,0.352941,0.25,0.718444,0.271629,0.337135,0.366204,0.001853,0.000501,0.16655,0,0,0,10520,1118,1,14,12,important
1,1,0.5,0.333333,0.053544,0.299876,0,0,0.000261,0.000271,0,0,0,0,3409,507,1,13,27,important
3,1,0.214286,0.5,-0.100565,-0.952845,0,0,0.000775,0.000144,0.003007,0,0,0,11931,1932,1,1,6,important
