@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
6,1,0.176471,0.2,0.514552,-0.765285,0.289188,0,0.00127,0.000272,0.171203,0.005418,0,0,10589,1193,1,1,2,unimportant
2,3,0.105263,0.12,-1.644983,-0.727596,0.346574,0,0.000317,0.000697,0,0.104748,0,1,30592,3206,1,2,3,unimportant
1,1,0.090909,1,-0.379489,0.132433,0,0,0.000455,0.000779,0.076254,0.164805,0,0,4315,686,1,7,6,unimportant
1,1,0.5,1,-1.726131,-1.214209,0,0,0.000156,0.000163,0,0,0,0,16589,2009,1,9,11,unimportant
3,1,0.5,0.333333,2.305651,1.71896,0.318257,0,0.001676,0.000541,0.321216,0.205205,0,1,883,316,1,6,6,unimportant
2,5,0.25,0.135135,-1.544159,-0.115947,0,0.250201,0.00023,0.002259,0,0.253035,0,0,27658,1749,1,3,1,unimportant
2,1,0.4,0.5,-0.494513,-0.675738,0,0,0.001171,0.000318,0.167184,0.029297,0,0,9682,1042,1,5,2,unimportant
1,2,0.5,0.222222,-0.600823,0.604246,0,0,0.001021,0.000374,0.157848,0.056101,0,0,5384,929,1,2,13,unimportant
2,5,0.5,0.121951,-0.500896,0.927317,0.346574,0,0.000377,0.002973,0.013444,0.301819,0,0,9744,1242,1,8,2,unimportant
1,1,0.083333,0.5,0.523564,1.035486,0,0,0.000364,0.000453,0.11478,0.153737,0,0,1749,377,1,3,6,unimportant
12,35,0.387097,0.307018,0.65088,2.233243,0.209247,0.21071,0.001027,0.003999,0.124662,0.325091,0,0,18479,1805,1,2,1,unimportant
1,1,0.111111,1,-0.178689,0.333232,0,0,0.000667,0.000758,0.123456,0.159666,0,0,3530,556,1,6,8,unimportant
1,1,0.25,0.5,-0.920627,-0.408705,0,0,0.000666,0.000143,0.089629,0,0,0,7413,1318,1,9,5,unimportant
11,2,0.261905,0.166667,0.596709,-0.596117,0.253182,0.346574,0.001126,0.000582,0.136208,0.085746,0,0,17882,3385,0,2,1,unimportant
